fold,mae,rmse,r2,pearson_r,spearman_r,nmae,ba_mean_diff,ba_loa_upper,ba_loa_lower,rounded_acc_1,tolerance_acc_1p5,loss
1,1.616805704,2.100077557,0.901962607,0.966237982,0.923268203,0.080840285,0.197072881,4.295061217,-3.900915455,0.588235294,0.588235294,1.254945396
2,1.419403632,2.068706142,0.903286615,0.957101696,0.898964357,0.070970182,0.393638466,4.37422131,-3.586944377,0.696969697,0.696969697,1.0924441
3,1.551895105,1.885997844,0.906697182,0.960449865,0.955900612,0.077594755,-0.312886202,3.332445128,-3.958217532,0.545454545,0.545454545,1.210084092
,1.529368147,2.018260515,0.903982135,0.961263181,0.926044391,0.076468407,0.092608382,4.000575885,-3.815359121,0.610219846,0.610219846,1.185824529
