cal_bin,mean_true,mean_pred,count,mean_abs_error
0,2.875,2.6251532584428787,8,0.996301993727684
1,7.666666666666667,5.586156527201335,6,2.080510139465332
2,11.833333333333334,11.63509233792623,6,1.4972895781199138
3,17.0,17.01660919189453,9,0.8180940416124132
4,19.5,18.304486513137817,4,1.1955134868621826
