cal_bin,mean_true,mean_pred,count,mean_abs_error
0,2.875,11.014925373134329,8,8.139925373134329
1,7.666666666666667,11.014925373134327,6,3.348258706467662
2,11.833333333333334,11.014925373134327,6,0.8233830845771143
3,17.0,11.014925373134329,9,5.985074626865671
4,19.5,11.014925373134329,4,8.485074626865671
