epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_cohen_kappa,val_weighted_kappa,val_precision_c0,val_recall_c0,val_f1_c0,val_support_c0,val_precision_c1,val_recall_c1,val_f1_c1,val_support_c1,val_precision_c2,val_recall_c2,val_f1_c2,val_support_c2,val_precision_c3,val_recall_c3,val_f1_c3,val_support_c3,val_precision_c4,val_recall_c4,val_f1_c4,val_support_c4,is_best
1,0.13453606307370708,0.9646986367801825,0.5757575757575758,0.5546685340802988,0.467741935483871,0.6451612903225806,0.5454545454545454,0.8571428571428571,0.6666666666666666,7,0.6,0.3333333333333333,0.42857142857142855,9,1.0,0.6,0.75,5,0.5454545454545454,1.0,0.7058823529411765,6,0.3333333333333333,0.16666666666666666,0.2222222222222222,6,True
2,0.00011257386342857269,1.1007783968227378,0.5757575757575758,0.5523809523809524,0.4677419354838709,0.6597938144329897,0.5454545454545454,0.8571428571428571,0.6666666666666666,7,0.6,0.3333333333333333,0.42857142857142855,9,1.0,0.6,0.75,5,0.5,1.0,0.6666666666666666,6,0.5,0.16666666666666666,0.25,6,False
3,4.4521409863229554e-05,1.1583606307592356,0.5757575757575758,0.5523809523809524,0.4677419354838709,0.6597938144329897,0.5454545454545454,0.8571428571428571,0.6666666666666666,7,0.6,0.3333333333333333,0.42857142857142855,9,1.0,0.6,0.75,5,0.5,1.0,0.6666666666666666,6,0.5,0.16666666666666666,0.25,6,False
4,2.3927076267795546e-05,1.1850770238674049,0.5757575757575758,0.5523809523809524,0.4677419354838709,0.6597938144329897,0.5454545454545454,0.8571428571428571,0.6666666666666666,7,0.6,0.3333333333333333,0.42857142857142855,9,1.0,0.6,0.75,5,0.5,1.0,0.6666666666666666,6,0.5,0.16666666666666666,0.25,6,False
5,1.8767145994203036e-05,1.2185092722997068,0.5757575757575758,0.5523809523809524,0.4677419354838709,0.6597938144329897,0.5454545454545454,0.8571428571428571,0.6666666666666666,7,0.6,0.3333333333333333,0.42857142857142855,9,1.0,0.6,0.75,5,0.5,1.0,0.6666666666666666,6,0.5,0.16666666666666666,0.25,6,False
6,1.0306966144308893e-05,1.2334455809245506,0.5757575757575758,0.5523809523809524,0.4677419354838709,0.6597938144329897,0.5454545454545454,0.8571428571428571,0.6666666666666666,7,0.6,0.3333333333333333,0.42857142857142855,9,1.0,0.6,0.75,5,0.5,1.0,0.6666666666666666,6,0.5,0.16666666666666666,0.25,6,False
7,9.16564014761632e-06,1.2516134391228357,0.5757575757575758,0.5525062656641604,0.4677419354838709,0.6747826086956521,0.5454545454545454,0.8571428571428571,0.6666666666666666,7,0.6,0.3333333333333333,0.42857142857142855,9,1.0,0.6,0.75,5,0.46153846153846156,1.0,0.631578947368421,6,1.0,0.16666666666666666,0.2857142857142857,6,False
8,6.908038651415123e-06,1.2560116068544713,0.5757575757575758,0.5436827362523957,0.46896551724137936,0.6709677419354838,0.6,0.8571428571428571,0.7058823529411765,7,0.6,0.3333333333333333,0.42857142857142855,9,0.75,0.6,0.6666666666666666,5,0.46153846153846156,1.0,0.631578947368421,6,1.0,0.16666666666666666,0.2857142857142857,6,False
9,5.558765629252459e-06,1.274498495764353,0.5757575757575758,0.5525062656641604,0.4677419354838709,0.6747826086956521,0.5454545454545454,0.8571428571428571,0.6666666666666666,7,0.6,0.3333333333333333,0.42857142857142855,9,1.0,0.6,0.75,5,0.46153846153846156,1.0,0.631578947368421,6,1.0,0.16666666666666666,0.2857142857142857,6,False
10,3.744541741407397e-06,1.2953222249832117,0.5757575757575758,0.5525062656641604,0.4677419354838709,0.6747826086956521,0.5454545454545454,0.8571428571428571,0.6666666666666666,7,0.6,0.3333333333333333,0.42857142857142855,9,1.0,0.6,0.75,5,0.46153846153846156,1.0,0.631578947368421,6,1.0,0.16666666666666666,0.2857142857142857,6,False
