fold,accuracy,macro_f1,cohen_kappa,weighted_kappa,precision_c0,recall_c0,f1_c0,support_c0,precision_c1,recall_c1,f1_c1,support_c1,precision_c2,recall_c2,f1_c2,support_c2,precision_c3,recall_c3,f1_c3,support_c3,precision_c4,recall_c4,f1_c4,support_c4,loss
1,0.7647058823529411,0.7243116883116884,0.693348365276212,0.8620689655172413,0.7857142857142857,1.0,0.88,11,1.0,0.3333333333333333,0.5,6,0.8,0.8,0.8,5,0.625,0.8333333333333334,0.7142857142857143,6,0.8,0.6666666666666666,0.7272727272727273,6,0.5155486268648768
2,0.696969696969697,0.6104118104118104,0.6108490566037736,0.7782945736434108,0.5714285714285714,1.0,0.7272727272727273,8,0.0,0.0,0.0,7,1.0,0.5,0.6666666666666666,4,0.8888888888888888,0.8888888888888888,0.8888888888888888,9,0.625,1.0,0.7692307692307693,5,0.3569764967819657
3,0.696969696969697,0.7010389610389611,0.6237172177879133,0.791578947368421,0.5384615384615384,1.0,0.7,7,1.0,0.2222222222222222,0.36363636363636365,9,1.0,1.0,1.0,5,0.8,0.6666666666666666,0.7272727272727273,6,0.625,0.8333333333333334,0.7142857142857143,6,0.374757858676215
