fold,accuracy,macro_f1,cohen_kappa,weighted_kappa,precision_c0,recall_c0,f1_c0,support_c0,precision_c1,recall_c1,f1_c1,support_c1,precision_c2,recall_c2,f1_c2,support_c2,precision_c3,recall_c3,f1_c3,support_c3,precision_c4,recall_c4,f1_c4,support_c4,precision_c5,recall_c5,f1_c5,support_c5,loss
1,0.6764705882352942,0.5544844044844045,0.5925925925925926,0.7702702702702703,0.8,0.6666666666666666,0.7272727272727273,6,0.9,0.9,0.9,10,0.5,0.6666666666666666,0.5714285714285714,3,0.7142857142857143,0.625,0.6666666666666666,8,0.375,0.6,0.46153846153846156,5,0.0,0.0,0.0,2,0.8845807393245837
2,0.696969696969697,0.6388278388278389,0.625,0.8309426229508197,1.0,1.0,1.0,6,0.8181818181818182,1.0,0.9,9,1.0,0.4,0.5714285714285714,5,0.6666666666666666,0.2857142857142857,0.4,7,0.375,0.6,0.46153846153846156,5,0.3333333333333333,1.0,0.5,1,0.6118356100714535
3,0.7575757575757576,0.6997549019607843,0.6989737742303307,0.8386746333514394,0.8333333333333334,0.8333333333333334,0.8333333333333334,6,0.875,0.875,0.875,8,0.75,0.6,0.6666666666666666,5,0.7777777777777778,0.875,0.8235294117647058,8,0.5,0.5,0.5,4,0.5,0.5,0.5,2,0.42511670592457357
