variant,task,Accuracy_mean,Accuracy_std,MacroF1_mean,MacroF1_std,CohenKappa_mean,CohenKappa_std,WeightedKappa_mean,WeightedKappa_std
full,hand_function,0.7299499999999999,0.025025653504620715,0.691791471,0.0663250436273062,0.653510798,0.03589182465006268,0.814035567,0.015668918129390388
full,hand_tone,0.800075,0.013069653145104247,0.774081543,0.009503230047050544,0.750821441,0.017136385642132018,0.86608854325,0.021950789359968418
wo_mdfan,hand_function,0.6102198455139631,0.02433225814550595,0.582315418786007,0.05951118475440062,0.5032991174209348,0.04005098485359162,0.7272058661425945,0.016506868019413975
wo_mdfan,hand_tone,0.6500297088532383,0.04552730304097571,0.4852227461495196,0.05984901178077661,0.5521212324975012,0.05993654276234575,0.7277743657324841,0.0491194273988935
wo_trialign,hand_function,0.7195484254307783,0.03910750486489438,0.6914596253419782,0.052115778388733984,0.643318574397618,0.04302632029083025,0.8100295782057594,0.04635125232763915
wo_trialign,hand_tone,0.7103386809269162,0.04217297028278422,0.6310223817576759,0.0729491139720993,0.638855455607641,0.054527233463947555,0.813295842190843,0.03746125832814633
wo_wbydtw,hand_function,0.7195484254307783,0.03910750486489438,0.6785874865874867,0.0601776293583063,0.642638213222633,0.044385099234293464,0.8106474955096911,0.04502493009011207
wo_wbydtw,hand_tone,0.7400475341651812,0.04564057327559991,0.6575953458306399,0.05970992225981335,0.6755583497994132,0.05691606931183623,0.825773862573072,0.03531234941966918
