fold,mae,rmse,r2,pearson_r,spearman_r,nmae,ba_mean_diff,ba_loa_upper,ba_loa_lower,rounded_acc_5,tolerance_acc_10,loss
1,5.641109059838688,7.931209282662922,0.9183296020068885,0.9615592695359475,0.9435790929245056,0.05641109059838688,1.78909353648915,16.93359449135311,-13.35540741837481,0.6764705882352942,0.7941176470588235,5.3960154416733515
2,9.576239282434637,12.193773896943698,0.8043109188385211,0.9341108698402573,0.9329117059935246,0.09576239282434637,-7.13614677660393,12.243439927313343,-26.515733480521202,0.42424242424242425,0.6060606060606061,9.260771498415206
3,5.698992613590125,7.786080435822506,0.9027603893880575,0.9502984754669871,0.9461804187836104,0.05698992613590125,0.35962278192693536,15.604053725128137,-14.884808161274266,0.6060606060606061,0.8484848484848485,5.333846384347087
