cal_bin,mean_true,mean_pred,count,mean_abs_error
0,1.875,52.18499183654785,8,50.30999183654785
1,13.8,55.9685775756836,5,42.16857757568359
2,42.0,57.05529648917062,7,15.055296489170619
3,58.714285714285715,57.4539555140904,7,2.3256312779017856
4,72.0,57.59952704111735,6,14.40047295888265
