epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_cohen_kappa,val_weighted_kappa,val_precision_c0,val_recall_c0,val_f1_c0,val_support_c0,val_precision_c1,val_recall_c1,val_f1_c1,val_support_c1,val_precision_c2,val_recall_c2,val_f1_c2,val_support_c2,val_precision_c3,val_recall_c3,val_f1_c3,val_support_c3,val_precision_c4,val_recall_c4,val_f1_c4,val_support_c4,is_best
1,1.51222018839708,1.461193968671741,0.15151515151515152,0.11478260869565218,-0.07068366164542295,0.23718592964824137,0.13333333333333333,0.25,0.17391304347826086,8,0.0,0.0,0.0,7,0.0,0.0,0.0,4,0.0,0.0,0.0,9,0.3,0.6,0.4,5,True
2,1.1853776426457647,1.5516007352055925,0.2727272727272727,0.21520624303232996,0.06493506493506485,0.32377049180327877,0.26666666666666666,0.5,0.34782608695652173,8,0.0,0.0,0.0,7,0.0,0.0,0.0,4,0.3333333333333333,0.2222222222222222,0.26666666666666666,9,0.375,0.6,0.46153846153846156,5,False
3,0.9612443816009446,1.7121399760246276,0.24242424242424243,0.20747474747474745,0.015513126491646823,0.19161676646706594,0.14285714285714285,0.25,0.18181818181818182,8,0.125,0.14285714285714285,0.13333333333333333,7,0.0,0.0,0.0,4,0.5714285714285714,0.4444444444444444,0.5,9,0.25,0.2,0.2222222222222222,5,False
4,0.8168478418345475,2.4108602215169053,0.30303030303030304,0.29421978021978024,0.10600706713780916,0.20219780219780226,0.23529411764705882,0.5,0.32,8,0.3333333333333333,0.2857142857142857,0.3076923076923077,7,0.25,0.25,0.25,4,0.5,0.2222222222222222,0.3076923076923077,9,0.5,0.2,0.2857142857142857,5,False
5,0.7097378833970027,2.536568023174098,0.24242424242424243,0.17723453017570664,0.013157894736842035,0.1566068515497554,0.21428571428571427,0.375,0.2727272727272727,8,0.14285714285714285,0.14285714285714285,0.14285714285714285,7,0.0,0.0,0.0,4,0.5,0.4444444444444444,0.47058823529411764,9,0.0,0.0,0.0,5,False
6,0.5751356235191004,2.858314908860308,0.21212121212121213,0.185021645021645,-0.00233644859813098,0.17768147345612129,0.21428571428571427,0.375,0.2727272727272727,8,0.2,0.14285714285714285,0.16666666666666666,7,0.0,0.0,0.0,4,0.4,0.2222222222222222,0.2857142857142857,9,0.2,0.2,0.2,5,False
7,0.48497860447980873,3.408970936162002,0.2727272727272727,0.1908780903665814,0.06161137440758302,0.24688796680497926,0.3333333333333333,0.625,0.43478260869565216,8,0.0,0.0,0.0,7,0.0,0.0,0.0,4,0.375,0.3333333333333333,0.35294117647058826,9,0.14285714285714285,0.2,0.16666666666666666,5,False
8,0.42172785468065915,3.739871395949387,0.2727272727272727,0.2209288537549407,0.07799767171129213,0.11422044545973742,0.26666666666666666,0.5,0.34782608695652173,8,0.3333333333333333,0.42857142857142855,0.375,7,0.16666666666666666,0.25,0.2,4,0.5,0.1111111111111111,0.18181818181818182,9,0.0,0.0,0.0,5,False
9,0.37748094569910223,4.2781795079714025,0.3333333333333333,0.2793374741200828,0.15186915887850472,0.3110647181628393,0.3333333333333333,0.625,0.43478260869565216,8,0.3333333333333333,0.14285714285714285,0.2,7,0.0,0.0,0.0,4,0.6,0.3333333333333333,0.42857142857142855,9,0.2857142857142857,0.4,0.3333333333333333,5,False
10,0.3742093307332168,4.435103112048907,0.21212121212121213,0.18643964730921253,0.0011641443538998875,0.12513255567338288,0.2,0.375,0.2608695652173913,8,0.25,0.14285714285714285,0.18181818181818182,7,0.0,0.0,0.0,4,0.5,0.2222222222222222,0.3076923076923077,9,0.16666666666666666,0.2,0.18181818181818182,5,False
