fold,mae,rmse,r2,pearson_r,spearman_r,nmae,ba_mean_diff,ba_loa_upper,ba_loa_lower,rounded_acc_1,tolerance_acc_1p5
1,3.272433119310767,4.143121948772965,0.6184279832001508,0.9076533015381316,0.8678230990287179,0.16362165596553835,0.7665120912813359,8.746846198560148,-7.213822015997476,0.29411764705882354,0.29411764705882354
2,3.5419469248568474,4.422488274188683,0.5579999095006778,0.867967776481278,0.7997682897516939,0.17709734624284237,0.5326914607518556,9.13765898101514,-8.072276059511427,0.2727272727272727,0.2727272727272727
3,2.8720875835393906,3.8431701988894322,0.6125714575960817,0.8863343732695609,0.8799316683282857,0.14360437917696953,0.6066736778666485,8.044842489841127,-6.831495134107829,0.42424242424242425,0.42424242424242425
