epoch,train_loss,val_loss,val_mae,val_rmse,val_r2,val_pearson_r,val_spearman_r,val_nmae,val_ba_mean_diff,val_ba_loa_upper,val_ba_loa_lower,val_rounded_acc_5,val_tolerance_acc_10,is_best
1,29.764845129456184,25.670615911483765,26.170611633973962,29.88538192946162,-0.15958736096970405,0.3802597306563119,0.28352448281690523,0.2617061163397396,-11.08936071395874,43.304157708636055,-65.48287913655354,0.029411764705882353,0.11764705882352941,True
2,23.852324718899197,24.919297263201546,25.418918385225183,27.77886279489441,-0.0018778559247296656,0.5817578274398585,0.6797219328171393,0.2541891838522518,1.4944985333610983,55.86221679689761,-52.87321973017542,0.029411764705882353,0.08823529411764706,True
3,19.183553391273577,13.159077355884673,14.288610844051137,19.27228786483926,0.5177720259326299,0.8076630991548822,0.7917808783809406,0.14288610844051136,-8.740744513623854,24.924528661149637,-42.40601768839734,0.3235294117647059,0.5,True
4,8.254639735848013,10.151333987011629,10.88121588791118,14.59924864589627,0.7232759769843,0.8520660215566039,0.811890086420472,0.1088121588791118,0.40192774464102354,29.005608984252493,-28.201753494970443,0.4411764705882353,0.5882352941176471,True
5,7.220010657743974,10.285934032587445,10.009770346038481,13.29479874304199,0.7705175980152167,0.8855891209307464,0.8430516836115017,0.10009770346038481,2.5370002862285164,28.115961731940644,-23.041961159483613,0.38235294117647056,0.6470588235294118,False
6,7.006648819374315,10.18929293962086,10.508262851658989,13.906973176565883,0.7488974712941837,0.8754962102466418,0.8356834241771695,0.1050826285165899,-2.6972262929467594,24.042868686490287,-29.437321272383805,0.29411764705882354,0.5882352941176471,False
7,7.080203844320894,10.36109426968238,10.750483516384573,13.45463821882781,0.7649664278037738,0.903313976809672,0.8468893187335497,0.10750483516384574,-5.43929249048233,18.680766206390242,-29.559351187354903,0.29411764705882354,0.5882352941176471,False
8,6.599288858548559,10.15546049861347,10.340679585933685,12.888792963627571,0.7843197653427278,0.8947345232677697,0.8553321160020552,0.10340679585933685,-2.5503490006222442,22.21219388612694,-27.31289188737143,0.23529411764705882,0.6764705882352942,False
9,6.052729696697659,10.628418574350722,11.14470820742495,14.00753688179508,0.7452528103884035,0.9020080083305299,0.8473498349481954,0.1114470820742495,-6.883124640759299,17.028368057230644,-30.79461733874924,0.3235294117647059,0.5294117647058824,False
10,5.407002245777785,9.64407336918418,9.731246913180632,12.3789867394278,0.8010444549920783,0.9141546533215337,0.8725247213488302,0.09731246913180631,-3.2337353159399593,20.186605481303587,-26.654076113183507,0.29411764705882354,0.6470588235294118,True
11,4.590665738510363,8.879858241361731,9.4206701762536,11.303078875904925,0.8341255985540701,0.9227558579721404,0.8700686348707194,0.094206701762536,0.2302568274385789,22.37969416053213,-21.919180505654968,0.3235294117647059,0.7058823529411765,True
12,4.24117983134106,8.706285579984678,8.94404423938078,11.177901608534949,0.8377792454040925,0.9281567037395141,0.8683800754170183,0.0894404423938078,0.26293518963982077,22.165560239407185,-21.639689860127547,0.38235294117647056,0.6764705882352942,True
13,4.041240106206952,8.930685191645342,9.198424020234276,11.36176578720986,0.8323986482016583,0.9279638668319213,0.8742132808025312,0.09198424020234276,-1.8508865026866688,20.120699593511702,-23.822472598885042,0.3235294117647059,0.6470588235294118,False
14,3.70398224808953,10.668201645332225,10.74795355165706,14.119847079094278,0.7411513890731409,0.9159410105630085,0.8740597753976493,0.1074795355165706,-6.745568065082326,17.56691796600066,-31.058054096165307,0.38235294117647056,0.5882352941176471,False
15,3.5556373121762515,9.372183007001876,9.864930061733022,11.96040279611314,0.8142719649940718,0.936600451255205,0.8887962942663136,0.09864930061733021,0.2651652658686918,23.70179283034022,-23.171462298602837,0.3235294117647059,0.5882352941176471,False
16,3.2361699613657864,10.43871897318784,10.419189607395845,12.623187817061426,0.7931174120413377,0.9226180365474004,0.8957040374859999,0.10419189607395846,0.12882517365848317,24.868984838443026,-24.61133449112606,0.3235294117647059,0.5588235294117647,False
17,3.552216701977181,8.707126905287014,8.87678568503436,11.435922535520206,0.8302036845012009,0.9279569454716269,0.8815815402368634,0.0887678568503436,1.0959213060491226,23.40716880254591,-21.21532619044767,0.4117647058823529,0.6176470588235294,False
18,3.1051260247375025,9.914720642741988,9.95715578513987,12.994754815892684,0.7807588701024268,0.9188901435583147,0.8975461023445831,0.09957155785139869,-3.7916585242047027,20.5697284656936,-28.153045514103006,0.38235294117647056,0.5588235294117647,False
19,2.8235988143116537,8.648874589625526,8.311548450413872,11.02282739742782,0.8422490925134645,0.942532170441927,0.9107475671644281,0.08311548450413872,-0.98465395674986,20.533716471733058,-22.503024385232777,0.4117647058823529,0.7058823529411765,True
