fold,accuracy,macro_f1,cohen_kappa,weighted_kappa,precision_c0,recall_c0,f1_c0,support_c0,precision_c1,recall_c1,f1_c1,support_c1,precision_c2,recall_c2,f1_c2,support_c2,precision_c3,recall_c3,f1_c3,support_c3,precision_c4,recall_c4,f1_c4,support_c4,loss
1,0.5882352941176471,0.4648888888888889,0.46456692913385833,0.6844978165938865,0.7857142857142857,1.0,0.88,11,0.6666666666666666,0.3333333333333333,0.4444444444444444,6,0.42857142857142855,0.6,0.5,5,0.4,0.6666666666666666,0.5,6,0.0,0.0,0.0,6,1.2515418415719086
2,0.5151515151515151,0.3457391304347826,0.36308805790108567,0.6076618229854689,0.0,0.0,0.0,8,0.4375,1.0,0.6086956521739131,7,1.0,0.25,0.4,4,0.5625,1.0,0.72,9,0.0,0.0,0.0,5,2.264987820693388
3,0.3939393939393939,0.2689400921658986,0.1970802919708028,0.36496350364963515,0.6666666666666666,0.2857142857142857,0.4,7,0.36363636363636365,0.8888888888888888,0.5161290322580645,9,0.0,0.0,0.0,5,0.375,0.5,0.42857142857142855,6,0.0,0.0,0.0,6,0.7210622679103504
