fold,accuracy,macro_f1,cohen_kappa,weighted_kappa,precision_c0,recall_c0,f1_c0,support_c0,precision_c1,recall_c1,f1_c1,support_c1,precision_c2,recall_c2,f1_c2,support_c2,precision_c3,recall_c3,f1_c3,support_c3,precision_c4,recall_c4,f1_c4,support_c4,loss
1,0.3235294117647059,0.09777777777777777,0.0,0.0,0.3235294117647059,1.0,0.4888888888888889,11,0.0,0.0,0.0,6,0.0,0.0,0.0,5,0.0,0.0,0.0,6,0.0,0.0,0.0,6,0.7077787880804024
2,0.3939393939393939,0.24796380090497738,0.19902912621359226,0.14409221902017266,0.0,0.0,0.0,8,0.0,0.0,0.0,7,0.0,0.0,0.0,4,0.32,0.8888888888888888,0.47058823529411764,9,0.625,1.0,0.7692307692307693,5,4.235886638570869
3,0.3333333333333333,0.25240641711229944,0.18518518518518523,0.15384615384615397,0.0,0.0,0.0,7,0.0,0.0,0.0,9,0.0,0.0,0.0,5,0.21428571428571427,1.0,0.35294117647058826,6,1.0,0.8333333333333334,0.9090909090909091,6,4.235784091439211
