fold,mae,rmse,r2,pearson_r,spearman_r,nmae,ba_mean_diff,ba_loa_upper,ba_loa_lower,rounded_acc_1,tolerance_acc_1p5,loss
1,1.5158594583763796,1.7717716176297937,0.9302191002079744,0.9659252814147485,0.9364402448749704,0.07579297291881898,-0.08258485618759603,3.3863130506796084,-3.5514827630548007,0.5588235294117647,0.5588235294117647,1.0671296447077219
2,1.728000035791686,3.3856551134539035,0.7409554798712875,0.8642523609816685,0.8022817036101217,0.0864000017895843,0.20553030570348105,6.829175614505128,-6.418115003098166,0.6666666666666666,0.6666666666666666,1.3385015458433014
3,1.879659977826205,3.2740778252961515,0.7188161497967406,0.8640144803110645,0.8682650899285086,0.09398299889131026,0.9693866281798391,7.098853852799772,-5.160080596440094,0.5757575757575758,0.5757575757575758,1.6302419034933502
