fold,accuracy,macro_f1,cohen_kappa,weighted_kappa,precision_c0,recall_c0,f1_c0,support_c0,precision_c1,recall_c1,f1_c1,support_c1,precision_c2,recall_c2,f1_c2,support_c2,precision_c3,recall_c3,f1_c3,support_c3,precision_c4,recall_c4,f1_c4,support_c4,loss
1,0.5294117647058824,0.3244536461927766,0.37614678899082576,0.7048008171603677,0.6875,1.0,0.8148148148148148,11,0.0,0.0,0.0,6,0.0,0.0,0.0,5,0.35294117647058826,1.0,0.5217391304347826,6,1.0,0.16666666666666666,0.2857142857142857,6,1.0011168637696435
2,0.45454545454545453,0.3043157894736842,0.279126213592233,0.6283783783783784,0.5454545454545454,0.75,0.631578947368421,8,0.0,0.0,0.0,7,0.0,0.0,0.0,4,0.5,0.8888888888888888,0.64,9,0.3333333333333333,0.2,0.25,5,1.0527876375299512
3,0.3939393939393939,0.2686868686868687,0.24743443557582667,0.5934654525977504,0.5,1.0,0.6666666666666666,7,0.0,0.0,0.0,9,0.0,0.0,0.0,5,0.3125,0.8333333333333334,0.45454545454545453,6,0.3333333333333333,0.16666666666666666,0.2222222222222222,6,1.0631865931279731
