fold,accuracy,macro_f1,cohen_kappa,weighted_kappa,precision_c0,recall_c0,f1_c0,support_c0,precision_c1,recall_c1,f1_c1,support_c1,precision_c2,recall_c2,f1_c2,support_c2,precision_c3,recall_c3,f1_c3,support_c3,precision_c4,recall_c4,f1_c4,support_c4,loss
1,0.3235294117647059,0.09777777777777777,0.0,0.0,0.3235294117647059,1.0,0.4888888888888889,11,0.0,0.0,0.0,6,0.0,0.0,0.0,5,0.0,0.0,0.0,6,0.0,0.0,0.0,6,0.7030733138907189
2,0.30303030303030304,0.184,0.15478841870824045,0.3848866498740554,0.0,0.0,0.0,8,0.46153846153846156,0.8571428571428571,0.6,7,0.0,0.0,0.0,4,0.0,0.0,0.0,9,0.2,0.8,0.32,5,0.6599513186348809
3,0.3333333333333333,0.1890909090909091,0.1674311926605504,0.2752562225475841,0.0,0.0,0.0,7,0.46153846153846156,0.6666666666666666,0.5454545454545454,9,0.25,1.0,0.4,5,0.0,0.0,0.0,6,0.0,0.0,0.0,6,0.6925997767785583
