fold,accuracy,macro_f1,cohen_kappa,weighted_kappa,precision_c0,recall_c0,f1_c0,support_c0,precision_c1,recall_c1,f1_c1,support_c1,precision_c2,recall_c2,f1_c2,support_c2,precision_c3,recall_c3,f1_c3,support_c3,precision_c4,recall_c4,f1_c4,support_c4,precision_c5,recall_c5,f1_c5,support_c5,loss
1,0.5882352941176471,0.35479797979797983,0.45475372279495996,0.6592427616926504,0.8,0.6666666666666666,0.7272727272727273,6,0.75,0.9,0.8181818181818182,10,0.0,0.0,0.0,3,0.4375,0.875,0.5833333333333334,8,0.0,0.0,0.0,5,0.0,0.0,0.0,2,1.001652648606721
2,0.48484848484848486,0.25277777777777777,0.3191747572815534,0.5730918499353169,0.5,0.16666666666666666,0.25,6,0.5,1.0,0.6666666666666666,9,0.0,0.0,0.0,5,0.46153846153846156,0.8571428571428571,0.6,7,0.0,0.0,0.0,5,0.0,0.0,0.0,1,1.0673939014926102
3,0.48484848484848486,0.34803921568627455,0.34309133489461363,0.6005763688760808,0.4,0.3333333333333333,0.36363636363636365,6,0.5,0.875,0.6363636363636364,8,0.0,0.0,0.0,5,0.5555555555555556,0.625,0.5882352941176471,8,0.5,0.5,0.5,4,0.0,0.0,0.0,2,1.1652746364761808
