fold,accuracy,macro_f1,cohen_kappa,weighted_kappa,precision_c0,recall_c0,f1_c0,support_c0,precision_c1,recall_c1,f1_c1,support_c1,precision_c2,recall_c2,f1_c2,support_c2,precision_c3,recall_c3,f1_c3,support_c3,precision_c4,recall_c4,f1_c4,support_c4,loss
1,0.3235294117647059,0.09777777777777777,0.0,0.0,0.3235294117647059,1.0,0.4888888888888889,11,0.0,0.0,0.0,6,0.0,0.0,0.0,5,0.0,0.0,0.0,6,0.0,0.0,0.0,6,0.6989916721979778
2,0.30303030303030304,0.15126050420168066,0.08774038461538458,0.058121432278152474,0.3076923076923077,1.0,0.47058823529411764,8,0.2857142857142857,0.2857142857142857,0.2857142857142857,7,0.0,0.0,0.0,4,0.0,0.0,0.0,9,0.0,0.0,0.0,5,0.6731908069716559
3,0.24242424242424243,0.08888888888888888,-0.026119402985074425,-0.05600000000000005,0.0,0.0,0.0,7,0.2962962962962963,0.8888888888888888,0.4444444444444444,9,0.0,0.0,0.0,5,0.0,0.0,0.0,6,0.0,0.0,0.0,6,0.7131036635601159
