epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_cohen_kappa,val_weighted_kappa,val_precision_c0,val_recall_c0,val_f1_c0,val_support_c0,val_precision_c1,val_recall_c1,val_f1_c1,val_support_c1,val_precision_c2,val_recall_c2,val_f1_c2,val_support_c2,val_precision_c3,val_recall_c3,val_f1_c3,val_support_c3,val_precision_c4,val_recall_c4,val_f1_c4,val_support_c4,is_best
1,0.12703786172322684,1.0778969462848071,0.5151515151515151,0.48651780967570435,0.38100820633059784,0.675054704595186,0.5454545454545454,0.75,0.631578947368421,8,0.3333333333333333,0.14285714285714285,0.2,7,0.5,0.5,0.5,4,0.5555555555555556,0.5555555555555556,0.5555555555555556,9,0.5,0.6,0.5454545454545454,5,True
2,0.0001078048827389353,1.187059271561377,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
3,3.773113213690666e-05,1.216872699293449,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
4,2.0518622670297463e-05,1.2279167300203082,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
5,1.4618346177367718e-05,1.2292361298519554,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
6,1.1802687565852186e-05,1.2369944131961375,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
7,8.089293511708926e-06,1.265210663493384,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
8,5.617300221766568e-06,1.286067105180612,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
9,4.865531622864856e-06,1.287459264227161,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
10,3.6097855407990157e-06,1.3203927514566616,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
11,2.3049325374858318e-06,1.3195601570702187,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
12,2.8958868611256596e-06,1.327435163352074,0.48484848484848486,0.43151515151515146,0.35219399538106233,0.660530590146183,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.42857142857142855,0.75,0.5454545454545454,4,0.5,0.3333333333333333,0.4,9,0.5,0.6,0.5454545454545454,5,False
13,1.9503899054171117e-06,1.3352833582003685,0.48484848484848486,0.43151515151515146,0.35219399538106233,0.660530590146183,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.42857142857142855,0.75,0.5454545454545454,4,0.5,0.3333333333333333,0.4,9,0.5,0.6,0.5454545454545454,5,False
14,1.7553690356205482e-06,1.3575589437912585,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
15,1.5035677840310585e-06,1.361458510053203,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
16,1.1451133520647353e-06,1.363602398324645,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
17,9.22710349327226e-07,1.3793404379436238,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
18,7.997052212805165e-07,1.3834587821736932,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
19,5.871484609908058e-07,1.3862303440938846,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
20,6.039916595401264e-07,1.3974874763664875,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
21,4.5773895707621316e-07,1.3931634310237837,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
22,4.805130117307132e-07,1.4081949106657483,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
23,3.9143100377940535e-07,1.4153087388554757,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
24,3.0306410219956246e-07,1.4179884111297063,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
25,2.482633837643678e-07,1.426426914303253,0.5151515151515151,0.4624242424242424,0.38675958188153314,0.6792656587473003,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.75,0.6,4,0.5714285714285714,0.4444444444444444,0.5,9,0.5,0.6,0.5454545454545454,5,False
26,2.8159375272115996e-07,1.4464227423805631,0.48484848484848486,0.43151515151515146,0.35219399538106233,0.660530590146183,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.42857142857142855,0.75,0.5454545454545454,4,0.5,0.3333333333333333,0.4,9,0.5,0.6,0.5454545454545454,5,False
