epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_cohen_kappa,val_weighted_kappa,val_precision_c0,val_recall_c0,val_f1_c0,val_support_c0,val_precision_c1,val_recall_c1,val_f1_c1,val_support_c1,val_precision_c2,val_recall_c2,val_f1_c2,val_support_c2,val_precision_c3,val_recall_c3,val_f1_c3,val_support_c3,val_precision_c4,val_recall_c4,val_f1_c4,val_support_c4,is_best
1,1.295747743910225,1.0527876375299512,0.45454545454545453,0.3043157894736842,0.279126213592233,0.6283783783783784,0.5454545454545454,0.75,0.631578947368421,8,0.0,0.0,0.0,7,0.0,0.0,0.0,4,0.5,0.8888888888888888,0.64,9,0.3333333333333333,0.2,0.25,5,True
2,0.8903171056538672,1.1200578265117875,0.48484848484848486,0.40336134453781514,0.35144508670520225,0.6716417910447761,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.5,0.25,0.3333333333333333,4,0.6,0.3333333333333333,0.42857142857142855,9,0.4166666666666667,1.0,0.5882352941176471,5,False
3,0.5996924959901554,1.356942551007325,0.5151515151515151,0.46345864661654124,0.38888888888888884,0.6742857142857144,0.5454545454545454,0.75,0.631578947368421,8,0.3333333333333333,0.14285714285714285,0.2,7,0.3333333333333333,0.25,0.2857142857142857,4,0.6666666666666666,0.4444444444444444,0.5333333333333333,9,0.5,1.0,0.6666666666666666,5,False
4,0.4127797198088015,1.501052245150927,0.3939393939393939,0.3511111111111111,0.22352941176470587,0.5813148788927336,0.5,0.625,0.5555555555555556,8,0.0,0.0,0.0,7,0.16666666666666666,0.25,0.2,4,0.45454545454545453,0.5555555555555556,0.5,9,0.6666666666666666,0.4,0.5,5,False
5,0.30983038883081715,1.570187888703676,0.24242424242424243,0.24028520499108738,0.04734411085450341,0.46403712296983746,0.2857142857142857,0.25,0.26666666666666666,8,0.0,0.0,0.0,7,0.14285714285714285,0.25,0.18181818181818182,4,0.375,0.3333333333333333,0.35294117647058826,9,0.4,0.4,0.4,5,False
6,0.1598218591596505,2.1436399017975694,0.5151515151515151,0.42529014844804314,0.37735849056603765,0.6358381502890174,0.5833333333333334,0.875,0.7,8,0.0,0.0,0.0,7,0.5,0.25,0.3333333333333333,4,0.6,0.6666666666666666,0.631578947368421,9,0.375,0.6,0.46153846153846156,5,False
7,0.15041064095604628,2.191986706464013,0.3939393939393939,0.36428571428571427,0.23787528868360275,0.5714285714285714,0.375,0.375,0.375,8,0.0,0.0,0.0,7,0.25,0.25,0.25,4,0.7142857142857143,0.5555555555555556,0.625,9,0.4444444444444444,0.8,0.5714285714285714,5,False
8,0.18694740141595978,2.5625230528188476,0.5454545454545454,0.46264705882352947,0.4237485448195576,0.67,0.5833333333333334,0.875,0.7,8,0.0,0.0,0.0,7,1.0,0.25,0.4,4,0.7142857142857143,0.5555555555555556,0.625,9,0.4166666666666667,1.0,0.5882352941176471,5,False
9,0.10855561449581674,2.1277419392234704,0.36363636363636365,0.2866666666666667,0.1885245901639344,0.5368421052631579,0.0,0.0,0.0,8,0.2727272727272727,0.42857142857142855,0.3333333333333333,7,0.0,0.0,0.0,4,0.5454545454545454,0.6666666666666666,0.6,9,0.42857142857142855,0.6,0.5,5,False
10,0.10548614998068892,2.834867392788345,0.48484848484848486,0.4004309416074122,0.3430913348946135,0.6377417668583376,0.5384615384615384,0.875,0.6666666666666666,8,0.0,0.0,0.0,7,0.3333333333333333,0.25,0.2857142857142857,4,0.625,0.5555555555555556,0.5882352941176471,9,0.375,0.6,0.46153846153846156,5,False
11,0.08391275763420726,2.3775528856095414,0.42424242424242425,0.38925339366515843,0.27262180974477945,0.5841095890410959,0.375,0.375,0.375,8,0.0,0.0,0.0,7,0.25,0.25,0.25,4,0.75,0.6666666666666666,0.7058823529411765,9,0.5,0.8,0.6153846153846154,5,False
12,0.09052482710400335,2.504365501521776,0.5151515151515151,0.4792929292929292,0.39100346020761245,0.6329254727474972,0.5,0.625,0.5555555555555556,8,0.0,0.0,0.0,7,0.2857142857142857,0.5,0.36363636363636365,4,0.8571428571428571,0.6666666666666666,0.75,9,0.6666666666666666,0.8,0.7272727272727273,5,False
13,0.10157460995021812,2.708937432785426,0.42424242424242425,0.3775762936753649,0.2640845070422536,0.6019736842105263,0.4444444444444444,0.5,0.47058823529411764,8,0.0,0.0,0.0,7,0.3333333333333333,0.25,0.2857142857142857,4,0.6,0.6666666666666666,0.631578947368421,9,0.42857142857142855,0.6,0.5,5,False
14,0.11553945283437916,2.4739824781893702,0.36363636363636365,0.32487012987012986,0.18374558303886923,0.5560538116591929,0.375,0.375,0.375,8,0.0,0.0,0.0,7,0.3333333333333333,0.25,0.2857142857142857,4,0.5454545454545454,0.6666666666666666,0.6,9,0.3333333333333333,0.4,0.36363636363636365,5,False
15,0.09245171910858802,2.9282605716732797,0.48484848484848486,0.4559803921568627,0.3499420625724219,0.6242236024844721,0.5,0.5,0.5,8,0.2,0.14285714285714285,0.16666666666666666,7,1.0,0.25,0.4,4,0.7142857142857143,0.5555555555555556,0.625,9,0.4166666666666667,1.0,0.5882352941176471,5,False
16,0.13905814374067352,3.048286560763913,0.42424242424242425,0.3931096681096681,0.2842465753424658,0.5993377483443709,0.3333333333333333,0.125,0.18181818181818182,8,0.36363636363636365,0.5714285714285714,0.4444444444444444,7,0.3333333333333333,0.25,0.2857142857142857,4,0.6,0.3333333333333333,0.42857142857142855,9,0.45454545454545453,1.0,0.625,5,False
17,0.0766723505019481,3.54312404561922,0.45454545454545453,0.4020915032679738,0.3076923076923077,0.6381201044386422,0.5,0.625,0.5555555555555556,8,0.0,0.0,0.0,7,0.5,0.25,0.3333333333333333,4,0.625,0.5555555555555556,0.5882352941176471,9,0.4,0.8,0.5333333333333333,5,False
18,0.09454120696895939,2.8083540777647586,0.48484848484848486,0.4368253968253969,0.3573883161512027,0.6526315789473685,0.6,0.75,0.6666666666666666,8,0.3333333333333333,0.14285714285714285,0.2,7,0.2,0.25,0.2222222222222222,4,0.6,0.3333333333333333,0.42857142857142855,9,0.5,1.0,0.6666666666666666,5,False
19,0.0718526176495587,3.203377715245425,0.36363636363636365,0.29938080495356034,0.1923076923076923,0.528052805280528,0.4444444444444444,0.5,0.47058823529411764,8,0.0,0.0,0.0,7,0.0,0.0,0.0,4,0.5,0.5555555555555556,0.5263157894736842,9,0.42857142857142855,0.6,0.5,5,False
20,0.057255891383624774,3.7656233636188765,0.5151515151515151,0.43098039215686273,0.38888888888888895,0.6857142857142857,0.5833333333333334,0.875,0.7,8,0.0,0.0,0.0,7,0.5,0.25,0.3333333333333333,4,0.6666666666666666,0.4444444444444444,0.5333333333333333,9,0.4166666666666667,1.0,0.5882352941176471,5,False
21,0.09733552160030387,3.7752366230402195,0.36363636363636365,0.29273001508295626,0.19512195121951226,0.5450689289501591,0.2,0.125,0.15384615384615385,8,0.125,0.14285714285714285,0.13333333333333333,7,0.0,0.0,0.0,4,0.625,0.5555555555555556,0.5882352941176471,9,0.4166666666666667,1.0,0.5882352941176471,5,False
22,0.07147971580270904,3.337934666406363,0.45454545454545453,0.3895571095571096,0.2970414201183432,0.6275395033860045,0.42857142857142855,0.375,0.4,8,0.16666666666666666,0.14285714285714285,0.15384615384615385,7,0.0,0.0,0.0,4,0.5833333333333334,0.7777777777777778,0.6666666666666666,9,0.6666666666666666,0.8,0.7272727272727273,5,False
23,0.07543658995520369,3.2722667115706963,0.42424242424242425,0.35986890302679775,0.2632197414806111,0.5975609756097561,0.3333333333333333,0.25,0.2857142857142857,8,0.25,0.2857142857142857,0.26666666666666666,7,0.0,0.0,0.0,4,0.6,0.6666666666666666,0.631578947368421,9,0.5,0.8,0.6153846153846154,5,False
24,0.061030481605872294,3.1916925554677977,0.42424242424242425,0.36717948717948723,0.2692307692307693,0.5813568670711527,0.42857142857142855,0.375,0.4,8,0.16666666666666666,0.14285714285714285,0.15384615384615385,7,0.0,0.0,0.0,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,0.5,0.8,0.6153846153846154,5,False
25,0.09804907987339703,3.4547417209197935,0.3939393939393939,0.38618048618048617,0.24571428571428577,0.5378151260504203,0.5,0.5,0.5,8,0.16666666666666666,0.14285714285714285,0.15384615384615385,7,0.14285714285714285,0.25,0.18181818181818182,4,0.6,0.3333333333333333,0.42857142857142855,9,0.5714285714285714,0.8,0.6666666666666666,5,False
26,0.061462395756711544,3.062049883733851,0.48484848484848486,0.4140350877192982,0.34232121922626024,0.6164914222468179,0.5,0.5,0.5,8,0.2,0.14285714285714285,0.16666666666666666,7,0.0,0.0,0.0,4,0.7,0.7777777777777778,0.7368421052631579,9,0.5714285714285714,0.8,0.6666666666666666,5,False
27,0.07675338864013231,3.1543518432181425,0.45454545454545453,0.3831016042780749,0.29952830188679236,0.6152137701277068,0.5555555555555556,0.625,0.5882352941176471,8,0.25,0.14285714285714285,0.18181818181818182,7,0.0,0.0,0.0,4,0.5454545454545454,0.6666666666666666,0.6,9,0.5,0.6,0.5454545454545454,5,False
28,0.05700536903319467,3.5764618167879454,0.48484848484848486,0.3669172932330827,0.33844339622641506,0.6551724137931034,0.5454545454545454,0.75,0.631578947368421,8,0.0,0.0,0.0,7,0.0,0.0,0.0,4,0.6,0.6666666666666666,0.631578947368421,9,0.4444444444444444,0.8,0.5714285714285714,5,False
29,0.044578107924380744,3.4123222245319718,0.36363636363636365,0.3090909090909091,0.18085106382978722,0.5675213675213675,0.3333333333333333,0.25,0.2857142857142857,8,0.14285714285714285,0.14285714285714285,0.14285714285714285,7,0.0,0.0,0.0,4,0.5,0.6666666666666666,0.5714285714285714,9,0.5,0.6,0.5454545454545454,5,False
