fold,accuracy,macro_f1,cohen_kappa,weighted_kappa,precision_c0,recall_c0,f1_c0,support_c0,precision_c1,recall_c1,f1_c1,support_c1,precision_c2,recall_c2,f1_c2,support_c2,precision_c3,recall_c3,f1_c3,support_c3,precision_c4,recall_c4,f1_c4,support_c4,loss
1,0.38235294117647056,0.26660564454614794,0.2171052631578947,0.40546448087431686,0.75,0.5454545454545454,0.631578947368421,11,0.2222222222222222,0.3333333333333333,0.26666666666666666,6,0.0,0.0,0.0,5,0.29411764705882354,0.8333333333333334,0.43478260869565216,6,0.0,0.0,0.0,6,1.4834112353184643
2,0.42424242424242425,0.3548872180451128,0.27177700348432066,0.5433962264150943,0.0,0.0,0.0,8,0.35714285714285715,0.7142857142857143,0.47619047619047616,7,0.4,0.5,0.4444444444444444,4,0.6,0.6666666666666666,0.631578947368421,9,0.25,0.2,0.2222222222222222,5,1.2174492146029616
3,0.3333333333333333,0.1952569169960474,0.1674311926605504,0.4554455445544555,0.375,0.8571428571428571,0.5217391304347826,7,0.0,0.0,0.0,9,0.0,0.0,0.0,5,0.3125,0.8333333333333334,0.45454545454545453,6,0.0,0.0,0.0,6,1.2973098200378996
