cal_bin,mean_true,mean_pred,count,mean_abs_error
0,2.875,4.540345370769501,8,1.6653453707695007
1,7.666666666666667,7.162932515144348,6,1.4435175657272339
2,11.833333333333334,11.275448481241861,6,1.5991566975911458
3,17.0,16.17076237996419,9,1.0909527672661676
4,19.5,17.04621124267578,4,2.4537887573242188
