fold,accuracy,macro_f1,cohen_kappa,weighted_kappa,precision_c0,recall_c0,f1_c0,support_c0,precision_c1,recall_c1,f1_c1,support_c1,precision_c2,recall_c2,f1_c2,support_c2,precision_c3,recall_c3,f1_c3,support_c3,precision_c4,recall_c4,f1_c4,support_c4,precision_c5,recall_c5,f1_c5,support_c5,loss
1,0.6470588235294118,0.5164578111946533,0.5536105032822758,0.6898517673888256,1.0,0.3333333333333333,0.5,6,0.7777777777777778,0.7,0.7368421052631579,10,0.42857142857142855,1.0,0.6,3,0.6153846153846154,1.0,0.7619047619047619,8,0.6666666666666666,0.4,0.5,5,0.0,0.0,0.0,2,1.3718121618721817
2,0.7272727272727273,0.6167211328976034,0.6570438799076213,0.7980416156670747,1.0,0.6666666666666666,0.8,6,0.75,0.6666666666666666,0.7058823529411765,9,0.5714285714285714,0.8,0.6666666666666666,5,0.6363636363636364,1.0,0.7777777777777778,7,1.0,0.6,0.75,5,0.0,0.0,0.0,1,0.5684669503396509
3,0.42424242424242425,0.25885668276972623,0.2562277580071175,0.42933810375670833,0.6666666666666666,0.3333333333333333,0.4444444444444444,6,0.4666666666666667,0.875,0.6086956521739131,8,0.0,0.0,0.0,5,0.4166666666666667,0.625,0.5,8,0.0,0.0,0.0,4,0.0,0.0,0.0,2,0.7352705764650095
