fold,mae,rmse,r2,pearson_r,spearman_r,nmae,ba_mean_diff,ba_loa_upper,ba_loa_lower,rounded_acc_5,tolerance_acc_10
1,6.244532795513377,8.347120854478057,0.9095394434663816,0.954862852342421,0.9133571590474208,0.06244532795513377,-1.0521925512482138,15.177662854829018,-17.282047957325446,0.5588235294117647,0.7941176470588235
2,6.100431846849846,10.733774059684038,0.8483664798746344,0.9240139714419391,0.9153222412549143,0.06100431846849846,1.6683438329985647,22.450863916591857,-19.114176250594724,0.696969696969697,0.8787878787878788
3,7.911127575419166,11.221633977576317,0.7980156890751405,0.9086356331527622,0.9284353507738682,0.07911127575419166,2.9000833946647067,24.147295715120315,-18.347128925790905,0.48484848484848486,0.696969696969697
