cal_bin,mean_true,mean_pred,count,mean_abs_error
0,1.875,2.441422760486603,8,2.190061330795288
1,13.8,4.284843063354492,5,9.515156936645507
2,42.0,33.067747592926025,7,15.819271428244454
3,58.714285714285715,49.23237146650042,7,10.725469589233398
4,72.0,61.408454259236656,6,10.851072311401367
