cal_bin,mean_true,mean_pred,count,mean_abs_error
0,0.0,7.813878127506801,7,7.813878127506801
1,13.571428571428571,15.08898857661656,7,3.7445805413382396
2,36.833333333333336,41.743118604024254,6,5.436202049255371
3,55.57142857142857,55.37525585719517,7,4.311784744262695
4,72.57142857142857,56.15827233450754,7,17.098949432373047
