epoch,lr,train_mae,train_rmse,train_r2,train_pearson_r,train_spearman_r,train_nmae,train_ba_mean_diff,train_ba_loa_upper,train_ba_loa_lower,train_rounded_acc_5,train_tolerance_acc_10,train_loss,val_mae,val_rmse,val_r2,val_pearson_r,val_spearman_r,val_nmae,val_ba_mean_diff,val_ba_loa_upper,val_ba_loa_lower,val_rounded_acc_5,val_tolerance_acc_10,val_loss,is_best
1,2.125e-05,25.711278203708023,31.068165128053483,-0.2608596349928005,0.02742742832723242,0.006285121761014674,0.2571127820370802,14.14815230867756,68.36122335674683,-40.064918739391715,0.14925373134328357,0.26865671641791045,25.853981718376502,23.68691195863666,27.66959103231576,-0.22803549390996647,0.04650040516271957,0.10680522066241037,0.2368691195863666,11.947305274732186,60.86366594275711,-36.969055393292734,0.06060606060606061,0.12121212121212122,23.177111922370063,True
2,3.25e-05,25.294851787054718,29.788901503984597,-0.15916299648375176,0.4927028195988028,0.5173415829146027,0.2529485178705472,11.540654538282707,65.36726299895699,-42.28595392239157,0.11940298507462686,0.26865671641791045,25.423426021746735,23.09684776537346,26.580804786347347,-0.13329165532754317,0.37710086109897506,0.351720640457248,0.2309684776537346,9.412075967499703,58.13501140914454,-39.31085947414513,0.09090909090909091,0.21212121212121213,22.575155997998788,True
3,4.375e-05,23.947350459312325,27.669613375718278,-9.605377819421612e-05,0.7959341631752556,0.7681859966376471,0.23947350459312325,8.788979601504197,60.21279637100502,-42.63483716799663,0.07462686567164178,0.208955223880597,23.91583591859732,22.699674837517016,26.153878061555083,-0.09717935785389842,0.7724020842682084,0.7233626308499611,0.22699674837517014,10.152729092222271,57.39431718682154,-37.08885900237699,0.09090909090909091,0.15151515151515152,22.18549936467951,True
4,5.4999999999999995e-05,14.381616720512731,18.61634316493762,0.5472856260573875,0.8218740324796852,0.7984706756962942,0.14381616720512733,3.648293722921343,39.42880023641108,-32.13221279056839,0.2835820895522388,0.40298507462686567,15.194714608832971,22.349754044503875,26.63494670090481,-0.13791311585162935,0.7302376674689397,0.7250366938697481,0.22349754044503875,-12.83580259843306,32.90669056232505,-58.57829575919118,0.15151515151515152,0.18181818181818182,21.91303542262376,True
5,6.625e-05,8.129726459730916,15.25305274900271,0.6960871408790841,0.8377431144013657,0.874672772970762,0.08129726459730917,-1.8651672833001436,27.806460182012035,-31.53679474861232,0.47761194029850745,0.8805970149253731,9.596011622984017,25.44516644333348,31.614694991926587,-0.6031842277980879,0.6686587700281039,0.6835199309790306,0.2544516644333348,20.18557918432987,67.8756994048384,-27.50454103617866,0.18181818181818182,0.2727272727272727,24.95841335262915,True
6,7.75e-05,7.5798079718404745,12.405319504139856,0.7989743660734817,0.8955268970132348,0.8911061645815678,0.07579807971840474,-1.4968225849208547,22.639960611914695,-25.63360578175641,0.5074626865671642,0.8507462686567164,8.809090434971141,32.62795419404001,40.10280869144508,-1.5796157512343574,0.536206869528749,0.8812267736158749,0.3262795419404001,-31.820264368346244,16.017631959504023,-79.65816069619652,0.24242424242424243,0.2727272727272727,32.0852954075192,True
7,8.875e-05,6.64180058507777,9.807003249387353,0.874365715618282,0.9364119439244228,0.9251138775496057,0.0664180058507777,-1.2908545643536014,17.76363271197952,-20.34534184068672,0.5671641791044776,0.8656716417910447,8.000646761993863,27.75962089769768,34.92886409402161,-0.9569258219196353,0.6467479733261936,0.7799459609187617,0.2775962089769768,24.79944356282552,73.00959292149474,-23.4107057958437,0.21212121212121213,0.2727272727272727,27.22400649725789,False
8,0.0001,5.860515704795496,8.566162433200942,0.9041464630931365,0.9525307844913419,0.9541375289937818,0.058605157047954964,-1.2680952620150439,15.33659548947996,-17.872786013510048,0.6865671641791045,0.8955223880597015,7.434030004757553,29.55013593037923,37.03682074781979,-1.2002540972279454,0.3466973768736638,0.9229109428085711,0.2955013593037923,-28.691764123512037,17.211953180795312,-74.59548142781938,0.24242424242424243,0.2727272727272727,28.826753633190886,True
9,9.995288696830197e-05,5.121729626584409,7.5146278785516865,0.926234975554857,0.9637114057754165,0.9689295830746413,0.051217296265844085,-1.3443542629925174,13.146707113654857,-15.835415639639892,0.746268656716418,0.8805970149253731,6.617976827763799,34.39935557047526,41.83401166161862,-1.8071425384005586,0.4986969786809312,0.732402571156811,0.3439935557047526,33.645112471147016,82.3735246079438,-15.083299665649768,0.12121212121212122,0.21212121212121213,33.9152505123254,False
10,9.98116375555414e-05,4.298746824264526,6.220203782197169,0.9494588920796742,0.9759341986643308,0.9783572657161632,0.042987468242645266,-1.2432387586849838,10.702361083720128,-13.188838601090094,0.746268656716418,0.9253731343283582,6.2754714510334075,20.280220494125828,23.03651664515503,0.14878540965261688,0.7073016235567164,0.7709060206119118,0.20280220494125828,1.1078681945800781,46.20719677532892,-43.99146038616876,0.15151515151515152,0.18181818181818182,19.785380585025056,False
11,9.957652063800361e-05,3.7694595144755803,5.760813529592438,0.9566485959610559,0.9795887138864364,0.9808593046337646,0.0376945951447558,-1.3174291760174197,9.674545953960338,-12.309404305995178,0.835820895522388,0.9402985074626866,5.80249773993421,36.21959164648345,43.79004576593528,-2.07578686014524,0.5252711809318678,0.7700689891020183,0.3621959164648345,-36.024733427799106,12.770476858827458,-84.81994371442568,0.12121212121212122,0.2727272727272727,35.71482788914382,False
12,9.92479837741043e-05,3.3209747414090742,4.906494085096985,0.9685530817837443,0.9853980441505569,0.9848625669019268,0.033209747414090746,-1.3314085077883593,7.924490061884549,-10.587307077461267,0.8507462686567164,0.9402985074626866,5.217248630523682,19.388986125136867,22.65270883950673,0.17691303301277217,0.556972924582392,0.7432839807854265,0.19388986125136867,3.1213314749977807,47.097132470093456,-40.854469520097894,0.18181818181818182,0.24242424242424243,19.019416812935262,False
13,9.88266523524367e-05,2.8839018558388325,4.445660874554259,0.9741828562334345,0.9876626872489476,0.9825006421637111,0.028839018558388326,-0.9955674320904176,7.496627891653656,-9.487762755834492,0.8805970149253731,0.9552238805970149,5.099447273140523,14.804359638329709,17.406300610674926,0.5140199981534668,0.8103580621968915,0.9172191285412953,0.1480435963832971,0.9411227775342537,35.00756860022985,-33.125323045161345,0.21212121212121213,0.36363636363636365,14.526459077391962,False
14,9.831332840130888e-05,2.322915753321861,3.6322668002505614,0.9827658045339039,0.9915591373320172,0.9904271014546724,0.02322915753321861,-0.5694802341176503,6.461718758388294,-7.600679226623594,0.9253731343283582,0.9552238805970149,4.372150893709553,41.307061513264976,47.708529873121535,-2.650879569895368,0.47553203791001425,0.6848591813948602,0.41307061513264975,41.307061513264976,88.09446171113174,-5.480338684601797,0.09090909090909091,0.09090909090909091,40.84109901852078,False
15,9.770898906203723e-05,2.2910889725186934,3.529222271553809,0.9837297751651605,0.9922880602847831,0.9895463837556767,0.022910889725186935,-0.8324362484376822,5.889666496638272,-7.554538993513637,0.9104477611940298,0.9701492537313433,4.423321527509547,55.101053989294805,60.496172809458656,-4.870312759977614,-0.04506761442663558,-0.20406828211203487,0.551010539892948,55.101053989294805,104.04852817196617,6.153579806623441,0.0,0.0,54.596907351715394,False
16,9.701478472890247e-05,2.02025848360204,3.045397920096301,0.9878849942239296,0.9940651233665048,0.98716444270612,0.020202584836020398,-0.43864063718425694,5.468099236880021,-6.345380511248535,0.9402985074626866,0.9701492537313433,3.9167509598518486,50.74112608938506,56.53142516206778,-4.126079147949138,0.15456551095721316,-0.015401379782040366,0.5074112608938506,50.74112608938506,99.58958579635174,1.8926663824183905,0.0,0.0,50.20279233527906,False
17,9.623203685930869e-05,1.6820637823930427,2.8405856328646113,0.989459740477252,0.9950722600455979,0.9910476071062375,0.016820637823930427,-0.7364953631785378,4.640660712471224,-6.113651438828299,0.9253731343283582,1.0,3.7170630874918467,54.36050183845289,59.832071584030764,-4.742136586829546,-0.482121437263484,-0.46287842497110454,0.5436050183845289,54.36050183845289,103.3531563802831,5.367847296622685,0.0,0.0,53.87120809844046,False
18,9.536223545831418e-05,1.6443292062673995,2.5868106520705343,0.9912589256714719,0.9957647999100518,0.992668928324843,0.016443292062673996,-0.4471397044053718,4.546690841060594,-5.440970249871339,0.9402985074626866,1.0,3.59978022433039,53.7119992574056,59.23755237137831,-4.628590462475286,-0.1916416718900094,-0.35239026566516274,0.537119992574056,53.7119992574056,102.6770496649756,4.746948849835604,0.0,0.0,53.209407189879755,False
