fold,accuracy,macro_f1,cohen_kappa,weighted_kappa,precision_c0,recall_c0,f1_c0,support_c0,precision_c1,recall_c1,f1_c1,support_c1,precision_c2,recall_c2,f1_c2,support_c2,precision_c3,recall_c3,f1_c3,support_c3,precision_c4,recall_c4,f1_c4,support_c4,precision_c5,recall_c5,f1_c5,support_c5
1,0.7058823529411765,0.6440545808966861,0.6316359696641387,0.7700312174817898,1.0,0.6666666666666666,0.8,6,0.8888888888888888,0.8,0.8421052631578947,10,0.4,0.6666666666666666,0.5,3,0.7,0.875,0.7777777777777778,8,0.5,0.4,0.4444444444444444,5,0.5,0.5,0.5,2
2,0.7272727272727273,0.7257936507936508,0.65625,0.7772778402699663,0.8333333333333334,0.8333333333333334,0.8333333333333334,6,0.8181818181818182,1.0,0.9,9,0.3333333333333333,0.2,0.25,5,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.8,0.8,0.8,5,1.0,1.0,1.0,1
3,0.6363636363636364,0.49984438219732336,0.5432525951557092,0.7453142227122381,0.75,1.0,0.8571428571428571,6,0.6666666666666666,0.75,0.7058823529411765,8,0.5,0.2,0.2857142857142857,5,0.6666666666666666,0.75,0.7058823529411765,8,0.4,0.5,0.4444444444444444,4,0.0,0.0,0.0,2
