fold,mae,rmse,r2,pearson_r,spearman_r,nmae,ba_mean_diff,ba_loa_upper,ba_loa_lower,rounded_acc_1,tolerance_acc_1p5,loss
1,7.16958017910228,9.369417146053319,-0.9513997033153634,0.7946921627134025,0.7558607472126233,0.35847900895511403,6.663282282212201,19.573516310717807,-6.246951746293403,0.2647058823529412,0.2647058823529412,6.683126550255453
2,6.1193779309590655,8.040798012595891,-0.4611247029930605,0.8427897035352256,0.7669263486682387,0.3059688965479533,5.128784569826993,17.26655066670825,-7.008981527054263,0.30303030303030304,0.30303030303030304,5.668532977019898
3,6.798361373670174,8.632527920132896,-0.9547371182158868,0.7330034024187906,0.7231304276408554,0.3399180686835087,6.348476843400435,17.81361911208239,-5.1166654252815205,0.2727272727272727,0.2727272727272727,6.324014750579513
