cal_bin,mean_true,mean_pred,count,mean_abs_error
0,0.0,4.719375712530954,7,4.719375712530954
1,13.571428571428571,4.80408695765904,7,8.767341613769531
2,36.833333333333336,4.807032465934753,6,32.02630086739858
3,55.57142857142857,4.802344594682966,7,50.769083976745605
4,72.57142857142857,4.811294487544468,7,67.7601340838841
