cal_bin,mean_true,mean_pred,count,mean_abs_error
0,1.875,1.484574407339096,8,0.7524398863315582
1,13.8,12.149401664733887,5,3.493157386779785
2,42.0,45.224007742745535,7,13.108200073242188
3,58.714285714285715,60.68973078046526,7,4.231542042323521
4,72.0,66.84721724192302,6,6.35313065846761
