cal_bin,mean_true,mean_pred,count,mean_abs_error
0,1.2857142857142858,1.734959295817784,7,0.8315010411398751
1,6.375,3.7339646220207214,8,2.6410353779792786
2,12.6,10.051760959625245,5,2.5482390403747557
3,16.428571428571427,16.148843697139196,7,0.8815646171569824
4,18.857142857142858,17.483148983546666,7,1.3739938735961914
