fold,mae,rmse,r2,pearson_r,spearman_r,nmae,ba_mean_diff,ba_loa_upper,ba_loa_lower,rounded_acc_1,tolerance_acc_1p5
1,1.5854277610778809,2.335910281389159,0.8787076526774726,0.9387010468900187,0.9327643263474925,0.07927138805389404,-0.20511632807114544,4.355582623153644,-4.765815279295936,0.5294117647058824,0.5294117647058824
2,1.6463472481929895,3.3246286774064036,0.7502098714902591,0.8681149876364177,0.8356263274652626,0.08231736240964947,0.33895671728885535,6.821273872336078,-6.143360437758367,0.696969696969697,0.696969696969697
3,1.9233595241199841,3.297143492797411,0.7148403500825493,0.8478286493952124,0.8609813579564358,0.0961679762059992,0.3043568351052024,6.739166126051383,-6.130452455840978,0.6363636363636364,0.6363636363636364
