cal_bin,mean_true,mean_pred,count,mean_abs_error
0,2.875,6.109154030680656,8,3.2341540306806564
1,7.666666666666667,6.896234512329102,6,1.4523483912150066
2,11.833333333333334,13.159113645553589,6,2.295407851537069
3,17.0,17.580304357740616,9,1.05244689517551
4,19.5,18.106889724731445,4,1.3931102752685547
