cal_bin,mean_true,mean_pred,count,mean_abs_error
0,1.875,3.9135075211524963,8,2.0385075211524963
1,13.8,17.084066581726074,5,3.284066581726074
2,42.0,48.18735824312483,7,15.17891263961792
3,58.714285714285715,60.450038364955354,7,3.8880691528320312
4,72.0,66.47752952575684,6,5.85283088684082
