cal_bin,mean_true,mean_pred,count,mean_abs_error
0,3.7142857142857144,2.7953307798930576,7,2.3727458034242903
1,18.166666666666668,13.184097627798716,6,4.98256903886795
2,37.142857142857146,47.89577388763428,7,12.229607582092285
3,57.833333333333336,61.24698066711426,6,3.8349857330322266
4,69.42857142857143,62.127375738961355,7,8.170255661010742
