fold,accuracy,macro_f1,cohen_kappa,weighted_kappa,precision_c0,recall_c0,f1_c0,support_c0,precision_c1,recall_c1,f1_c1,support_c1,precision_c2,recall_c2,f1_c2,support_c2,precision_c3,recall_c3,f1_c3,support_c3,precision_c4,recall_c4,f1_c4,support_c4,precision_c5,recall_c5,f1_c5,support_c5,loss
1,0.6470588235294118,0.5130471380471381,0.5570032573289903,0.7112526539278132,0.8,0.6666666666666666,0.7272727272727273,6,0.875,0.7,0.7777777777777778,10,0.2,0.3333333333333333,0.25,3,0.7,0.875,0.7777777777777778,8,0.5,0.6,0.5454545454545454,5,0.0,0.0,0.0,2,0.978344971007284
2,0.696969696969697,0.5260942760942761,0.6094674556213018,0.7830245068738793,0.8,0.6666666666666666,0.7272727272727273,6,0.6923076923076923,1.0,0.8181818181818182,9,1.0,0.2,0.3333333333333333,5,0.6363636363636364,1.0,0.7777777777777778,7,0.6666666666666666,0.4,0.5,5,0.0,0.0,0.0,1,0.48256076468211234
3,0.6060606060606061,0.41652682430714466,0.48989298454221164,0.6890459363957597,0.6666666666666666,0.6666666666666666,0.6666666666666666,6,0.6363636363636364,0.875,0.7368421052631579,8,0.0,0.0,0.0,5,0.5333333333333333,1.0,0.6956521739130435,8,1.0,0.25,0.4,4,0.0,0.0,0.0,2,0.9871525836334742
