cal_bin,mean_true,mean_pred,count,mean_abs_error
0,1.2857142857142858,3.3535673958914622,7,2.067853110177176
1,6.375,5.740220367908478,8,1.1510372757911682
2,12.6,12.577453327178954,5,1.8771040916442872
3,16.428571428571427,16.260033335004533,7,0.6978099005562919
4,18.857142857142858,16.703115735735214,7,2.2787263052804128
