fold,mae,rmse,r2,pearson_r,spearman_r,nmae,ba_mean_diff,ba_loa_upper,ba_loa_lower,rounded_acc_1,tolerance_acc_1p5,loss
1,1.6317322043811573,1.9574269998710896,0.914828904477407,0.974488882651347,0.9721272872459008,0.08158661021905786,-1.24414159971125,1.7177498952361612,-4.206033094658661,0.6176470588235294,0.6176470588235294,1.2048565737903119
2,1.6862301140120535,2.0418188837035234,0.9057842715750642,0.979939874803622,0.9696750665814066,0.08431150570060267,-1.33418679598606,1.6952466410467264,-4.363620233018846,0.5151515151515151,0.5151515151515151,1.3073586062048421
3,1.6760837562156445,2.5152989341621175,0.8340445229548458,0.9238450226127801,0.9287329100823415,0.08380418781078222,-0.09417233683846214,4.83235708307746,-5.020701756754384,0.5454545454545454,0.5454545454545454,1.3446870493439187
