fold,mae,rmse,r2,pearson_r,spearman_r,nmae,ba_mean_diff,ba_loa_upper,ba_loa_lower,rounded_acc_5,tolerance_acc_10,loss
1,25.595263649435605,30.63894971065007,-0.21880323944429603,0.5731368053640586,0.5160851712130132,0.25595263649435607,13.332440320183249,67.40113810406069,-40.7362574636942,0.20588235294117646,0.29411764705882354,25.123200700125274
2,34.25197966171034,42.83558260989234,-1.4149029089277363,0.6063881679845997,0.8533403178902881,0.34251979661710336,-33.14640606533397,20.03439000026318,-86.32720213093111,0.24242424242424243,0.30303030303030304,33.69779476734123
3,26.769771886594366,33.379860189929204,-0.7872053908671206,0.44275670718894444,0.9100206575562113,0.2676977188659437,-23.47055632417852,23.049953959709196,-69.99106660806623,0.24242424242424243,0.2727272727272727,26.128035560521212
