cal_bin,mean_true,mean_pred,count,mean_abs_error
0,1.2857142857142858,2.6682800820895602,7,1.3825657963752747
1,6.375,6.699421167373657,8,0.9516643285751343
2,12.6,12.25890827178955,5,1.5032102584838867
3,16.428571428571427,15.94825281415667,7,1.1195801326206751
4,18.857142857142858,17.278837612697057,7,1.5783052444458008
