fold,mae,rmse,r2,pearson_r,spearman_r,nmae,ba_mean_diff,ba_loa_upper,ba_loa_lower,rounded_acc_5,tolerance_acc_10,loss
1,24.13394857855404,30.08244433124133,-0.1749302777883226,0.7177063782232698,0.7082739381251764,0.2413394857855404,-15.924943783703972,34.09729836436249,-65.94718593177043,0.23529411764705882,0.2647058823529412,23.69974061344184
2,24.89067135435162,31.88493463541221,-0.33801622681856913,0.7512474410589431,0.7739364484988477,0.2489067135435162,18.89347723758582,69.23479330397697,-31.447838828805338,0.30303030303030304,0.3939393939393939,24.322168593936496
3,27.417500351414535,34.12475323091142,-0.8678606722439308,0.7622216562627728,0.8104139078788849,0.27417500351414537,25.038664615515508,70.48210289527489,-20.404773664243876,0.24242424242424243,0.30303030303030304,26.996014110187087
