cal_bin,mean_true,mean_pred,count,mean_abs_error
0,1.8571428571428572,4.177193777901786,7,2.3200509207589284
1,5.833333333333333,5.730639656384786,6,1.3853755394617717
2,12.571428571428571,11.428540025438581,7,1.4010187557765417
3,17.22222222222222,13.923397064208984,9,3.298825158013238
4,19.25,10.958752512931824,4,8.291247487068176
