epoch,lr,train_mae,train_rmse,train_r2,train_pearson_r,train_spearman_r,train_nmae,train_ba_mean_diff,train_ba_loa_upper,train_ba_loa_lower,train_rounded_acc_5,train_tolerance_acc_10,train_loss,val_mae,val_rmse,val_r2,val_pearson_r,val_spearman_r,val_nmae,val_ba_mean_diff,val_ba_loa_upper,val_ba_loa_lower,val_rounded_acc_5,val_tolerance_acc_10,val_loss,is_best
1,2.125e-05,24.881390984378644,29.665189463123088,-0.25985060046904085,0.033807941403910156,-0.013354816484575552,0.24881390984378643,13.49318404695881,65.27419736773626,-38.28782927381865,0.11940298507462686,0.22388059701492538,25.047357001233458,25.241532932628285,29.508361039489444,-0.1459891222308498,0.48208715898415666,0.5404153642548232,0.25241532932628286,10.960873979510684,64.65924450873979,-42.73749654971843,0.030303030303030304,0.2727272727272727,24.731664811721956,True
2,3.25e-05,24.02617727820553,27.77135190433797,-0.10412651104341153,0.2910526854880035,0.31669707774275646,0.2402617727820553,8.941001237328372,60.47470852579383,-42.592706051137085,0.08955223880597014,0.208955223880597,24.18260623874949,25.100853659889914,27.54116655480136,0.0017139977037091692,0.6555198449799791,0.7035785895444071,0.25100853659889916,3.8716249176950166,57.31627782959747,-49.573027994207436,0.06060606060606061,0.06060606060606061,24.587517185403843,True
3,4.375e-05,23.45237250826252,26.563613409785212,-0.010180769765282927,0.546231285269137,0.46789839072605716,0.2345237250826252,5.595144044107466,56.49177857559709,-45.30149048738216,0.11940298507462686,0.16417910447761194,23.6239211466775,24.238198829419684,26.198323512765846,0.09668895624851193,0.7740222015493043,0.7905208009666802,0.24238198829419683,1.0993087074973367,52.40279731033806,-50.20417989534339,0.030303030303030304,0.09090909090909091,23.71813635970607,False
4,5.4999999999999995e-05,21.161006500471885,24.173670736147713,0.163415142748627,0.8814159072706648,0.8720015428259459,0.21161006500471885,5.370722898796423,51.56695795685406,-40.825512159261216,0.13432835820895522,0.208955223880597,21.26559632714115,14.900056549997041,16.7425299204571,0.6310797571773854,0.8607941026163585,0.8168212387186973,0.1490005654999704,0.8898884166370739,33.65886146348736,-31.879084630213217,0.12121212121212122,0.24242424242424243,14.406205110357265,True
5,6.625e-05,9.690255812744596,12.03539844988464,0.7926300895388286,0.9477371281198202,0.9165842385753521,0.09690255812744596,2.901613128719045,25.795173043911014,-19.991946786472923,0.34328358208955223,0.5970149253731343,11.899271281797494,8.594647270260435,12.555832779794793,0.7925175514793176,0.9024801458861718,0.8600410663621394,0.08594647270260435,0.6515783179890026,25.227851179682585,-23.92469454370458,0.5454545454545454,0.7575757575757576,8.161924993871438,True
6,7.75e-05,5.876892128987099,7.788419296154324,0.9131592745729787,0.9586539277732924,0.9461527618997344,0.05876892128987099,-0.517294837467706,14.71429899757901,-15.748888672514422,0.5671641791044776,0.8208955223880597,8.134188512545913,8.85501066121188,12.855568495825386,0.7824931736229432,0.8992369774605365,0.8342431847455112,0.0885501066121188,-1.7916685234416614,23.15933665622588,-26.7426737031092,0.42424242424242425,0.696969696969697,8.415100703576599,False
7,8.875e-05,5.614871772367563,7.395808092752105,0.9216938158198238,0.9622832093044744,0.9458528782960388,0.05614871772367563,-1.4566176329086076,12.755239841275563,-15.668475107092776,0.582089552238806,0.8656716417910447,7.582620528206896,8.116325262821082,12.567019514847077,0.7921476699746327,0.905585858726123,0.8605436224975282,0.08116325262821082,-1.105424216299346,23.430458023696755,-25.64130645629545,0.5151515151515151,0.7272727272727273,7.837510315396569,False
8,0.0001,5.059120498486419,6.8539345924602575,0.9327480772041408,0.9681164587847463,0.961346864486976,0.05059120498486419,-0.9265924425267461,12.383791345747117,-14.236976230800607,0.6119402985074627,0.9104477611940298,7.1357739064230845,7.836659821597013,12.40256295795072,0.7975521360151658,0.9093524166021613,0.8590359540913617,0.07836659821597013,-0.24081403558904474,24.063626685872322,-24.545254757050408,0.5454545454545454,0.696969696969697,7.491062588884373,True
9,9.995288696830197e-05,4.345013195009374,6.064925748957411,0.9473406164107673,0.9752562866300019,0.9725625112651899,0.043450131950093736,-0.9664814756877387,10.768868212630428,-12.701831164005904,0.7611940298507462,0.9402985074626866,6.798520085349012,8.226355119185014,12.059347335791932,0.8086017659944973,0.9104069668536072,0.8578633231087878,0.08226355119185014,-3.0392791285659326,19.834067034896513,-25.91262529202838,0.5151515151515151,0.7272727272727273,7.760550653633445,False
10,9.98116375555414e-05,4.0509547546728335,5.776958725690064,0.9522225107046532,0.9772964064813433,0.969923535552669,0.040509547546728336,-0.7697900587053441,10.452074427848526,-11.991654545259212,0.7910447761194029,0.9552238805970149,5.986073195044674,7.531479055231268,12.224873892766002,0.8033114430923247,0.9109972890147503,0.8543454301610657,0.07531479055231267,-0.14318174304384174,23.81592757858697,-24.10229106467465,0.6060606060606061,0.7878787878787878,7.10860476821962,True
11,9.957652063800361e-05,3.5723580922653424,5.171773329476416,0.9617083783677954,0.9818233560346284,0.9812191512918683,0.035723580922653424,-0.6689353380630265,9.382590754133942,-10.720461430259993,0.835820895522388,0.9701492537313433,5.614981230693077,7.475463238629428,11.994422048224122,0.8106571233572417,0.9115932604084115,0.8648991090042317,0.07475463238629428,-0.8063376238851836,22.649546678601112,-24.26222192637148,0.5454545454545454,0.7878787878787878,7.021539824177521,False
12,9.92479837741043e-05,3.1865620079325208,4.930551277052818,0.9651970743245982,0.9835017538957757,0.9803195004807818,0.03186562007932521,-0.810204936497247,8.722309792325232,-10.342719665319725,0.835820895522388,0.9701492537313433,5.528633446479911,7.13829146009503,11.534365002158403,0.8249034055954556,0.9158641690675425,0.8839962421490086,0.07138291460095031,-1.1687945597099536,21.322194361821506,-23.659783481241416,0.6060606060606061,0.7878787878787878,6.719385831313904,True
13,9.88266523524367e-05,3.1271337537623163,4.8257675176732295,0.9666606148517669,0.9842218246380536,0.984178002848331,0.031271337537623164,-0.922705066737844,8.36129326451282,-10.206703397988509,0.8656716417910447,0.9701492537313433,5.186184520152078,7.35513905322913,11.938224278623464,0.812427232807626,0.9171575176539586,0.8948849584157673,0.0735513905322913,0.3190795291553844,23.70963997121658,-23.07148091290581,0.6060606060606061,0.7575757575757576,6.935692466151985,False
