cal_bin,mean_true,mean_pred,count,mean_abs_error
0,1.875,2.0447693169116974,8,0.5015537440776825
1,13.8,12.344210338592529,5,3.012292194366455
2,42.0,44.15424851008824,7,13.20437226976667
3,58.714285714285715,58.08714839390346,7,5.239083426339286
4,72.0,65.07126235961914,6,7.383833567301433
