epoch,train_loss,val_loss,val_mae,val_rmse,val_r2,val_pearson_r,val_spearman_r,val_nmae,val_ba_mean_diff,val_ba_loa_upper,val_ba_loa_lower,val_rounded_acc_1,val_tolerance_acc_1p5,is_best
1,4.92094523900777,1.6302419034933502,1.879659977826205,3.2740778252961515,0.7188161497967406,0.8640144803110645,0.8682650899285086,0.09398299889131026,0.9693866281798391,7.098853852799772,-5.160080596440094,0.5757575757575758,0.5757575757575758,True
2,2.2802746126307776,1.7431005585938693,2.143990643096693,3.6212117895629325,0.656030268227118,0.8283238894547196,0.8051366380110729,0.10719953215483465,1.064452557852774,7.848464055514915,-5.719558939809367,0.5151515151515151,0.5151515151515151,False
3,2.2947896129752867,1.6693282818478166,2.0172595110806553,3.313410520725798,0.7120196400261436,0.8540857662395819,0.8665155193924627,0.10086297555403276,0.8077437949903084,7.106099188769487,-5.4906115987888695,0.5151515151515151,0.5151515151515151,False
4,2.146453956466409,1.9006698030865554,2.350112745256135,3.441157509855379,0.6893856755633129,0.8360198254290568,0.8668509231158583,0.11750563726280674,-0.4132703109221025,6.282582154745803,-7.109122776590008,0.45454545454545453,0.45454545454545453,False
5,2.095785698702383,1.874024748192592,2.3188717148520728,3.5601962261226183,0.6675240409361685,0.8193085394489098,0.8071490603514464,0.11594358574260363,-0.3775074409716057,6.561137637891747,-7.316152519834958,0.48484848484848486,0.48484848484848486,False
6,1.873605925586093,2.0112664146518164,2.4474949710296863,3.6038083792697524,0.6593285351487397,0.8164684310829865,0.8645030970520895,0.12237474855148431,0.5235744263186599,7.512095812213621,-6.464946959576302,0.3939393939393939,0.3939393939393939,False
7,1.4829704817551286,2.1026368636807256,2.492975500496951,3.891903977564985,0.6026834920182984,0.8028111123319961,0.8296211098189498,0.12464877502484754,-1.2608387379935293,5.955902088270234,-8.477579564257292,0.5757575757575758,0.5757575757575758,False
8,1.6833743968561514,2.1231954416316565,2.5111285213268166,3.8644813798510635,0.6082628001481413,0.7858601342837502,0.7861863276392231,0.12555642606634082,-0.5936115420225895,6.890879286929336,-8.078102370974515,0.5151515151515151,0.5151515151515151,False
9,1.6177185176394473,2.143067099424926,2.5180651979012922,3.8907035060016253,0.6029285615838007,0.7859352639972,0.7702546507779334,0.12590325989506462,-0.7367848717805111,6.75101075579515,-8.224580499356172,0.45454545454545453,0.45454545454545453,False
10,1.5050044092910355,2.2497573582991732,2.616422924128446,3.89223405214079,0.6026160958853055,0.7941617829054145,0.8203975074255715,0.1308211462064223,1.0292080640792847,8.386447790240268,-6.328031662081698,0.3333333333333333,0.3333333333333333,False
11,1.5017459343618422,2.263319939166082,2.6792201706857393,3.90532861437139,0.5999377773050811,0.7800940369990704,0.8125155199257755,0.13396100853428697,0.44135921651666815,8.046763768687734,-7.164045335654398,0.36363636363636365,0.36363636363636365,False
12,1.2737688911494924,2.1890316370761758,2.5390640424959585,4.013405477520433,0.5774885773944212,0.773141898552297,0.7917204890752501,0.12695320212479794,-0.6723744580239961,7.082723169995012,-8.427472086043004,0.45454545454545453,0.45454545454545453,False
13,1.0925288557264936,2.1465471574754424,2.4915385950695383,3.897205574893718,0.6016002963180911,0.7791116933558381,0.8088260789684242,0.12457692975347692,-0.13251586574496646,7.501589992863891,-7.766621724353823,0.3939393939393939,0.3939393939393939,False
14,1.0742869630678376,2.267181204993165,2.7010773348085806,4.0300155803469515,0.5739840819378825,0.7886801281492729,0.8368322898719547,0.13505386674042902,1.2310001452763875,8.752310647323224,-6.2903103567704495,0.42424242424242425,0.42424242424242425,False
15,1.1402374590955564,2.1808183700862256,2.516951862609748,4.06833436214869,0.5658441530696809,0.7727320862981384,0.8167080664682201,0.12584759313048738,-0.09653051152373805,7.875159923865333,-8.06822094691281,0.42424242424242425,0.42424242424242425,False
16,1.0217209713820794,2.1968422059816395,2.5483358881690283,4.055440228397076,0.5685918094034985,0.7658048820801636,0.7741117935969825,0.1274167944084514,-0.484233917612018,7.407562655020525,-8.376030490244561,0.45454545454545453,0.45454545454545453,False
17,0.9613516079845713,2.4493010726390465,2.848701997236772,4.093094791558313,0.5605434098841298,0.7659520962125261,0.7808198680648939,0.1424350998618386,0.899592890883937,8.725899545305317,-6.9267137635374425,0.3939393939393939,0.3939393939393939,False
18,0.9413857798522978,2.299454951286316,2.658073230223222,4.001427808958074,0.5800067132739187,0.7663848102488222,0.8131863273725667,0.13290366151116112,-0.0395983565937389,7.802816109329868,-7.882012822517346,0.30303030303030304,0.30303030303030304,False
19,1.0004798660823955,2.1668203981085257,2.499734656377272,3.9219375429877643,0.5965277010019143,0.7923295555347808,0.8328074451912078,0.1249867328188636,-0.7907920732642665,6.738323360898266,-8.3199075074268,0.42424242424242425,0.42424242424242425,False
20,0.8769385260654919,2.496603740345348,2.9392368179379087,4.150310309109287,0.5481716110461552,0.7835302290923964,0.8324720414678122,0.14696184089689543,1.573586192998019,9.10082888332299,-5.953656497326951,0.36363636363636365,0.36363636363636365,False
21,0.9486074458159024,2.2580671935426917,2.63400184024464,3.856194013939652,0.6099411565311248,0.7820260481247718,0.8277763893402741,0.131700092012232,0.16462090521147757,7.715870919447581,-7.386629109024626,0.30303030303030304,0.30303030303030304,False
22,0.8735951639229979,2.779938159566937,3.2274050748709477,4.310453850103316,0.5126304678455301,0.7610520423900939,0.7633788744483241,0.16137025374354738,1.5923759467674024,9.443234480456884,-6.25848258692208,0.2727272727272727,0.2727272727272727,False
