fold,mae,rmse,r2,pearson_r,spearman_r,nmae,ba_mean_diff,ba_loa_upper,ba_loa_lower,rounded_acc_5,tolerance_acc_10
1,22.15194496683285,24.712475671020123,0.2071001023367508,0.899024123822975,0.8461217917091399,0.2215194496683285,1.9516522915428525,50.23682044250115,-46.33351585941545,0.058823529411764705,0.11764705882352941
2,22.41707428834169,24.572484964234768,0.2053269693116796,0.8820397009847534,0.8417815267763442,0.2241707428834169,-0.036133007049526766,48.125885453106434,-48.19815146720549,0.06060606060606061,0.09090909090909091
3,19.857914209707772,22.69947832313213,0.17351078279663168,0.9118355752644465,0.861138017378431,0.19857914209707772,5.365819445576808,48.59589766091898,-37.86425876976536,0.09090909090909091,0.21212121212121213
