epoch,lr,train_accuracy,train_macro_f1,train_cohen_kappa,train_weighted_kappa,train_precision_c0,train_recall_c0,train_f1_c0,train_support_c0,train_precision_c1,train_recall_c1,train_f1_c1,train_support_c1,train_precision_c2,train_recall_c2,train_f1_c2,train_support_c2,train_precision_c3,train_recall_c3,train_f1_c3,train_support_c3,train_precision_c4,train_recall_c4,train_f1_c4,train_support_c4,train_precision_c5,train_recall_c5,train_f1_c5,train_support_c5,train_loss,val_accuracy,val_macro_f1,val_cohen_kappa,val_weighted_kappa,val_precision_c0,val_recall_c0,val_f1_c0,val_support_c0,val_precision_c1,val_recall_c1,val_f1_c1,val_support_c1,val_precision_c2,val_recall_c2,val_f1_c2,val_support_c2,val_precision_c3,val_recall_c3,val_f1_c3,val_support_c3,val_precision_c4,val_recall_c4,val_f1_c4,val_support_c4,val_precision_c5,val_recall_c5,val_f1_c5,val_support_c5,val_loss,is_best
1,2.125e-05,0.2835820895522388,0.09609868043602983,0.023975720789074395,0.013331266470314684,0.5,0.08333333333333333,0.14285714285714285,12,0.27692307692307694,1.0,0.43373493975903615,18,0.0,0.0,0.0,8,0.0,0.0,0.0,16,0.0,0.0,0.0,9,0.0,0.0,0.0,4,0.8284439248825187,0.18181818181818182,0.05128205128205129,0.0,0.0,0.18181818181818182,1.0,0.3076923076923077,6,0.0,0.0,0.0,9,0.0,0.0,0.0,5,0.0,0.0,0.0,7,0.0,0.0,0.0,5,0.0,0.0,0.0,1,0.6626111385798213,True
2,3.25e-05,0.26865671641791045,0.07058823529411765,0.0,0.0,0.0,0.0,0.0,12,0.26865671641791045,1.0,0.4235294117647059,18,0.0,0.0,0.0,8,0.0,0.0,0.0,16,0.0,0.0,0.0,9,0.0,0.0,0.0,4,0.8041221180068913,0.18181818181818182,0.05128205128205129,0.0,0.0,0.18181818181818182,1.0,0.3076923076923077,6,0.0,0.0,0.0,9,0.0,0.0,0.0,5,0.0,0.0,0.0,7,0.0,0.0,0.0,5,0.0,0.0,0.0,1,0.6523174254581182,False
3,4.375e-05,0.26865671641791045,0.07058823529411765,0.0,0.0,0.0,0.0,0.0,12,0.26865671641791045,1.0,0.4235294117647059,18,0.0,0.0,0.0,8,0.0,0.0,0.0,16,0.0,0.0,0.0,9,0.0,0.0,0.0,4,0.7684737253544935,0.18181818181818182,0.05128205128205129,0.0,0.0,0.18181818181818182,1.0,0.3076923076923077,6,0.0,0.0,0.0,9,0.0,0.0,0.0,5,0.0,0.0,0.0,7,0.0,0.0,0.0,5,0.0,0.0,0.0,1,0.6638814085661763,False
4,5.4999999999999995e-05,0.208955223880597,0.09677419354838708,-0.010816965556504243,0.028046421663443066,0.0,0.0,0.0,12,0.22727272727272727,0.5555555555555556,0.3225806451612903,18,0.17391304347826086,0.5,0.25806451612903225,8,0.0,0.0,0.0,16,0.0,0.0,0.0,9,0.0,0.0,0.0,4,0.7391131233813157,0.18181818181818182,0.05128205128205129,0.0,0.0,0.18181818181818182,1.0,0.3076923076923077,6,0.0,0.0,0.0,9,0.0,0.0,0.0,5,0.0,0.0,0.0,7,0.0,0.0,0.0,5,0.0,0.0,0.0,1,0.6879811241771235,False
5,6.625e-05,0.13432835820895522,0.05357989568515884,0.014455997971087986,0.012535998644756852,0.0,0.0,0.0,12,1.0,0.05555555555555555,0.10526315789473684,18,0.12121212121212122,1.0,0.21621621621621623,8,0.0,0.0,0.0,16,0.0,0.0,0.0,9,0.0,0.0,0.0,4,0.7385976344791811,0.18181818181818182,0.05128205128205129,0.0,0.0,0.18181818181818182,1.0,0.3076923076923077,6,0.0,0.0,0.0,9,0.0,0.0,0.0,5,0.0,0.0,0.0,7,0.0,0.0,0.0,5,0.0,0.0,0.0,1,0.7025850388136777,False
6,7.75e-05,0.11940298507462686,0.035555555555555556,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,18,0.11940298507462686,1.0,0.21333333333333335,8,0.0,0.0,0.0,16,0.0,0.0,0.0,9,0.0,0.0,0.0,4,0.7346592079347639,0.12121212121212122,0.03809523809523809,-0.06927374301675981,-0.14530310041647376,0.13793103448275862,0.6666666666666666,0.22857142857142856,6,0.0,0.0,0.0,9,0.0,0.0,0.0,5,0.0,0.0,0.0,7,0.0,0.0,0.0,5,0.0,0.0,0.0,1,0.7232508187944239,False
7,8.875e-05,0.11940298507462686,0.035555555555555556,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,18,0.11940298507462686,1.0,0.21333333333333335,8,0.0,0.0,0.0,16,0.0,0.0,0.0,9,0.0,0.0,0.0,4,0.7212061200568926,0.0,0.0,-0.214046822742475,-0.43210452636490904,0.0,0.0,0.0,6,0.0,0.0,0.0,9,0.0,0.0,0.0,5,0.0,0.0,0.0,7,0.0,0.0,0.0,5,0.0,0.0,0.0,1,0.7329575706009913,False
8,0.0001,0.11940298507462686,0.036036036036036036,-0.002027883396704677,0.012870448772226983,0.0,0.0,0.0,12,0.0,0.0,0.0,18,0.12121212121212122,1.0,0.21621621621621623,8,0.0,0.0,0.0,16,0.0,0.0,0.0,9,0.0,0.0,0.0,4,0.7228223338055967,0.15151515151515152,0.043859649122807015,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,9,0.0,0.0,0.0,5,0.0,0.0,0.0,7,0.15151515151515152,1.0,0.2631578947368421,5,0.0,0.0,0.0,1,0.7879380713207553,False
9,9.998052800596113e-05,0.3283582089552239,0.20947459086993972,0.17645452062278066,0.3461288223812622,0.0,0.0,0.0,12,0.4444444444444444,0.4444444444444444,0.4444444444444444,18,0.17142857142857143,0.75,0.27906976744186046,8,0.5714285714285714,0.5,0.5333333333333333,16,0.0,0.0,0.0,9,0.0,0.0,0.0,4,0.6981271880776135,0.18181818181818182,0.05128205128205129,0.0,0.0,0.18181818181818182,1.0,0.3076923076923077,6,0.0,0.0,0.0,9,0.0,0.0,0.0,5,0.0,0.0,0.0,7,0.0,0.0,0.0,5,0.0,0.0,0.0,1,0.645767292470643,False
10,9.992212734338192e-05,0.3880597014925373,0.27017381831959836,0.20812914384548864,0.45347432024169176,0.6666666666666666,0.3333333333333333,0.4444444444444444,12,0.5,0.6111111111111112,0.55,18,0.2222222222222222,0.25,0.23529411764705882,8,0.3,0.5625,0.391304347826087,16,0.0,0.0,0.0,9,0.0,0.0,0.0,4,0.6524524921801553,0.15151515151515152,0.043859649122807015,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,9,0.0,0.0,0.0,5,0.0,0.0,0.0,7,0.15151515151515152,1.0,0.2631578947368421,5,0.0,0.0,0.0,1,0.9073942019481852,False
