fold,accuracy,macro_f1,cohen_kappa,weighted_kappa,precision_c0,recall_c0,f1_c0,support_c0,precision_c1,recall_c1,f1_c1,support_c1,precision_c2,recall_c2,f1_c2,support_c2,precision_c3,recall_c3,f1_c3,support_c3,precision_c4,recall_c4,f1_c4,support_c4,precision_c5,recall_c5,f1_c5,support_c5,loss
1,0.4411764705882353,0.2619047619047619,0.2625570776255708,0.40740740740740733,0.5,0.6666666666666666,0.5714285714285714,6,0.5,0.6,0.5454545454545454,10,0.0,0.0,0.0,3,0.35714285714285715,0.625,0.45454545454545453,8,0.0,0.0,0.0,5,0.0,0.0,0.0,2,1.4554882359855315
2,0.45454545454545453,0.2743288084464555,0.3003533568904594,0.42728904847396776,0.5714285714285714,0.6666666666666666,0.6153846153846154,6,0.5,0.4444444444444444,0.47058823529411764,9,0.0,0.0,0.0,5,0.3888888888888889,1.0,0.56,7,0.0,0.0,0.0,5,0.0,0.0,0.0,1,1.481005239125454
3,0.3333333333333333,0.24152046783625733,0.13157894736842102,0.27116564417177913,0.5,0.3333333333333333,0.4,6,0.29411764705882354,0.625,0.4,8,1.0,0.2,0.3333333333333333,5,0.2727272727272727,0.375,0.3157894736842105,8,0.0,0.0,0.0,4,0.0,0.0,0.0,2,1.597460938064438
