epoch,lr,train_mae,train_rmse,train_r2,train_pearson_r,train_spearman_r,train_nmae,train_ba_mean_diff,train_ba_loa_upper,train_ba_loa_lower,train_rounded_acc_1,train_tolerance_acc_1p5,train_loss,val_mae,val_rmse,val_r2,val_pearson_r,val_spearman_r,val_nmae,val_ba_mean_diff,val_ba_loa_upper,val_ba_loa_lower,val_rounded_acc_1,val_tolerance_acc_1p5,val_loss,is_best
1,2.125e-05,5.904489264343724,6.512525713957919,-0.029729566084257808,0.23711865086482634,0.1737870968617764,0.2952244632171862,-1.1855467666279187,11.365719978295127,-13.736813511550965,0.06060606060606061,0.06060606060606061,6.105629657976555,6.2074138136471015,6.7993692414700195,-0.027681023125470494,-0.4303959150862778,-0.4337583862423808,0.31037069068235507,-1.0283234820646399,12.145147369813229,-14.201794333942507,0.029411764705882353,0.029411764705882353,5.715938903961112,True
2,3.25e-05,5.673141306096857,6.267945347939777,0.04616186324587934,0.7715429552248725,0.7528402629495641,0.28365706530484286,-0.5061790003921046,11.738868521742022,-12.751226522526233,0.09090909090909091,0.09090909090909091,5.857409003286651,6.126406669616699,6.6931848863565,0.00416650921214845,0.3008638373695564,0.3124530748356133,0.306320333480835,-0.16411245570463293,12.950585878645304,-13.27881079005457,0.058823529411764705,0.058823529411764705,5.622593168066997,True
3,4.375e-05,4.735581528056752,5.411912644121723,0.28890792887582806,0.8457074485538895,0.7721336649130267,0.2367790764028376,0.12891398054180722,10.73325296775977,-10.475425006676156,0.12121212121212122,0.12121212121212122,4.898896565581813,5.965431227403529,6.544819738087998,0.047825682503257694,0.8567178397989977,0.7907819732236624,0.2982715613701764,-0.7208384766298181,12.028966388670211,-13.470643341929849,0.029411764705882353,0.029411764705882353,5.484366846427906,False
4,5.4999999999999995e-05,2.730743083086881,3.6726886915454857,0.6725141679320994,0.8703863664177862,0.8088999417566319,0.13653715415434403,0.45559003858855274,7.598460379299455,-6.68728030212235,0.3939393939393939,0.3939393939393939,3.0896707115751325,6.834027535775128,7.988749344611016,-0.4186611453200235,0.590672813586089,0.5861558418607313,0.3417013767887564,-4.381771571495953,8.710704787756669,-17.474247930748575,0.14705882352941177,0.14705882352941177,6.339561111669914,True
5,6.625e-05,2.1050723682750356,3.1950749783092367,0.7521514464419236,0.8688519425608195,0.818023502771892,0.10525361841375178,0.05317799972765373,6.314657517910291,-6.208301518454984,0.5151515151515151,0.5151515151515151,2.5269876046614215,7.111720484845779,8.487276327100782,-0.6012449336044445,0.8492560161043811,0.7894035037758582,0.3555860242422889,-5.311378359794617,7.663632059400063,-18.2863887789893,0.17647058823529413,0.17647058823529413,6.612634684642156,True
6,7.75e-05,1.9374234567989002,3.1086895235979575,0.7653724640709618,0.8752803777862204,0.8283398229107066,0.09687117283994501,-0.0478260697740497,6.04448428266829,-6.140136422216389,0.5909090909090909,0.5909090909090909,2.3752716772484055,7.16958017910228,9.369417146053319,-0.9513997033153634,0.7946921627134025,0.7558607472126233,0.35847900895511403,6.663282282212201,19.573516310717807,-6.246951746293403,0.2647058823529412,0.2647058823529412,6.683126550255453,True
7,8.875e-05,1.8218925288229277,3.054254477937515,0.7735174641639201,0.8796776416879729,0.840288339744912,0.09109462644114638,-0.02489290815411192,5.961247039780164,-6.011032856088389,0.6666666666666666,0.6666666666666666,2.2479795506506255,7.637949761222391,9.1629284355855,-0.8663353143624435,0.8567389885214972,0.8281538115863534,0.38189748806111956,-6.376654162126429,6.520315506674078,-19.273623830926937,0.11764705882352941,0.11764705882352941,7.130571407255005,False
8,0.0001,1.6824554349436904,2.964491041667866,0.7866343195740758,0.8872377100766561,0.8719906217130746,0.08412277174718452,-0.13824990662661465,5.6658307175924065,-5.942330530845636,0.6818181818181818,0.6818181818181818,2.0989306009177007,8.107260791694417,9.722728626273632,-1.1013452511888668,0.78136569644814,0.7774567685615553,0.40536303958472086,-7.078707067405476,5.984859552708823,-20.142273687519776,0.11764705882352941,0.11764705882352941,7.611433238083241,False
9,9.998052800596113e-05,1.443322884313988,2.8692001718029214,0.8001307527697668,0.8947776447669202,0.8719696961144157,0.0721661442156994,-0.140294535593553,5.476611031431019,-5.757200102618126,0.7121212121212122,0.7121212121212122,1.9354092876116435,5.6039700087379005,6.147589045160511,0.15990047237110172,0.8352378006228751,0.7648973802593396,0.28019850043689504,-0.5752341186299044,11.421175892465033,-12.571644129724842,0.029411764705882353,0.029411764705882353,5.127851665779656,False
10,9.992212734338192e-05,1.380585385091377,2.9121980254295448,0.7940953822098276,0.8919988421129019,0.8657129421154185,0.06902926925456884,-0.19782895030397357,5.496893978276896,-5.892551878884843,0.7424242424242424,0.7424242424242424,1.8576541969270417,8.953420134151683,10.711925850788358,-1.5506813106742325,0.3083588203362325,0.45366961159955227,0.44767100670758414,-8.35527771360734,4.7832573716656785,-21.493812798880356,0.08823529411764706,0.08823529411764706,8.45302690536368,False
11,9.982484395882215e-05,1.3152103225390117,2.8596180120197747,0.8014635151582431,0.8963314994754688,0.8791053252570848,0.06576051612695058,-0.21521282737905328,5.373743106782855,-5.804168761540962,0.7424242424242424,0.7424242424242424,1.7644039807897625,9.196730683831607,11.009041818481256,-1.6941397976270265,0.44034523177716767,0.3700424650994322,0.4598365341915803,-8.733469079522525,4.403725297057065,-21.870663456102115,0.08823529411764706,0.08823529411764706,8.71500958304341,False
