fold,mae,rmse,r2,pearson_r,spearman_r,nmae,ba_mean_diff,ba_loa_upper,ba_loa_lower,rounded_acc_5,tolerance_acc_10,loss
1,6.340009307598367,11.498744438678832,0.82833304810686,0.9135975622248803,0.9132036536425389,0.06340009307598367,-2.2056281457052513,19.913415012100916,-24.32467130351142,0.5882352941176471,0.8529411764705882,6.247347156330943
2,7.756324502554807,12.558822545730614,0.7924187292310759,0.8902098485624995,0.8558984785625943,0.07756324502554807,-0.11966505014535153,24.494509706046873,-24.733839806337574,0.5757575757575758,0.696969696969697,7.448521769881446
3,5.69873447490461,8.034083975562663,0.8964671491437333,0.948891494628045,0.9383123225906115,0.0569873447490461,-1.2465524781833996,14.309553049949878,-16.802658006316676,0.6666666666666666,0.8484848484848485,5.486010536370856
