epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_cohen_kappa,val_weighted_kappa,val_precision_c0,val_recall_c0,val_f1_c0,val_support_c0,val_precision_c1,val_recall_c1,val_f1_c1,val_support_c1,val_precision_c2,val_recall_c2,val_f1_c2,val_support_c2,val_precision_c3,val_recall_c3,val_f1_c3,val_support_c3,val_precision_c4,val_recall_c4,val_f1_c4,val_support_c4,is_best
1,1.5938385993093993,1.5819068836443353,0.24242424242424243,0.08205128205128205,0.0072202166064982976,0.039767216294859464,0.25806451612903225,1.0,0.41025641025641024,8,0.0,0.0,0.0,7,0.0,0.0,0.0,4,0.0,0.0,0.0,9,0.0,0.0,0.0,5,True
2,1.3295795634018248,1.2174492146029616,0.42424242424242425,0.3548872180451128,0.27177700348432066,0.5433962264150943,0.0,0.0,0.0,8,0.35714285714285715,0.7142857142857143,0.47619047619047616,7,0.4,0.5,0.4444444444444444,4,0.6,0.6666666666666666,0.631578947368421,9,0.25,0.2,0.2222222222222222,5,True
3,0.8957304725599526,1.343829840963537,0.45454545454545453,0.3611688311688312,0.31958762886597936,0.5723943661971831,0.5714285714285714,1.0,0.7272727272727273,8,0.0,0.0,0.0,7,0.2727272727272727,0.75,0.4,4,0.6,0.3333333333333333,0.42857142857142855,9,0.3333333333333333,0.2,0.25,5,False
4,0.7595825527141343,1.415288131255092,0.45454545454545453,0.4351648351648351,0.31487889273356406,0.6019300361881785,0.625,0.625,0.625,8,0.42857142857142855,0.42857142857142855,0.42857142857142855,7,0.3333333333333333,0.75,0.46153846153846156,4,0.42857142857142855,0.3333333333333333,0.375,9,0.5,0.2,0.2857142857142857,5,False
5,0.627616587221919,1.7890483151331091,0.45454545454545453,0.37339616904834294,0.32499999999999996,0.5813953488372093,0.5333333333333333,1.0,0.6956521739130435,8,0.0,0.0,0.0,7,0.2222222222222222,0.5,0.3076923076923077,4,1.0,0.2222222222222222,0.36363636363636365,9,0.42857142857142855,0.6,0.5,5,False
6,0.48433693266330075,1.8976258624796614,0.36363636363636365,0.3488400488400488,0.2142857142857143,0.4648648648648649,0.5,0.375,0.42857142857142855,8,0.4444444444444444,0.5714285714285714,0.5,7,0.2,0.5,0.2857142857142857,4,0.5,0.2222222222222222,0.3076923076923077,9,0.25,0.2,0.2222222222222222,5,False
7,0.27010802602886563,2.0866100106550607,0.3333333333333333,0.31002506265664154,0.16647531572904706,0.49588719153936545,0.45454545454545453,0.625,0.5263157894736842,8,0.2,0.14285714285714285,0.16666666666666666,7,0.1,0.25,0.14285714285714285,4,0.6,0.3333333333333333,0.42857142857142855,9,0.5,0.2,0.2857142857142857,5,False
8,0.16022136554849423,3.191473751549722,0.36363636363636365,0.353021978021978,0.20890410958904115,0.4596725288053366,0.5,0.5,0.5,8,0.3333333333333333,0.42857142857142855,0.375,7,0.1,0.25,0.14285714285714285,4,0.75,0.3333333333333333,0.46153846153846156,9,0.5,0.2,0.2857142857142857,5,False
9,0.10876849514672032,2.6192457087376333,0.42424242424242425,0.37666666666666665,0.2726218097447797,0.548460661345496,0.5,0.75,0.6,8,0.3333333333333333,0.14285714285714285,0.2,7,0.25,0.5,0.3333333333333333,4,0.5714285714285714,0.4444444444444444,0.5,9,0.3333333333333333,0.2,0.25,5,False
10,0.12875364634245448,3.924142447852346,0.3333333333333333,0.33191919191919195,0.1815107102593011,0.45390070921985815,0.5,0.5,0.5,8,0.375,0.42857142857142855,0.4,7,0.09090909090909091,0.25,0.13333333333333333,4,0.5,0.1111111111111111,0.18181818181818182,9,0.5,0.4,0.4444444444444444,5,False
